Orthogroup	c_variabilis_genome_proteins	c_sorokiniana_genome_proteins
OG0005350	XP_005844997.1	PRW39100.1
OG0005351	XP_005846048.1	PRW39129.1, PRW39339.1
OG0005352	XP_005845006.1	PRW39201.1
OG0005353	XP_005846039.1, XP_005851711.1	PRW39208.1
OG0005354	XP_005846187.1, XP_005847164.1	PRW39224.1
OG0005355	XP_005845022.1	PRW39285.1
OG0005356	XP_005847899.1, XP_005842973.1, XP_005842974.1	PRW39356.1
OG0005357	XP_005847770.1, XP_005847769.1, XP_005848074.1	PRW39381.1
OG0005358	XP_005846010.1	PRW39387.1, PRW39388.1
OG0005359	XP_005847254.1	PRW44309.1
OG0005360	XP_005847311.1	PRW44348.1
OG0005361	XP_005847268.1	PRW44378.1, PRW44377.1
OG0005362	XP_005847388.1	PRW44620.1, PRW44386.1
OG0005363	XP_005847240.1	PRW44404.1, PRW44403.1
OG0005364	XP_005847459.1	PRW44483.1, PRW61581.1
OG0005365	XP_005847234.1	PRW44580.1
OG0005366	XP_005847430.1	PRW44627.1
OG0005368	XP_005851541.1	PRW44908.1, PRW44909.1
OG0005369	XP_005848306.1	PRW44963.1, PRW44964.1
OG0005370	XP_005849423.1, XP_005848472.1	PRW44972.1
OG0005371	XP_005848284.1	PRW45007.1, PRW45006.1
OG0005372	XP_005848413.1	PRW45061.1, PRW45060.1
OG0005373	XP_005848529.1	PRW45103.1
OG0005374	XP_005848248.1	PRW45180.1, PRW45124.1
OG0005375	XP_005849216.1	PRW45141.1
OG0005376	XP_005844244.1	PRW56923.1, PRW45166.1
OG0005378	XP_005845073.1	PRW45324.1
OG0005379	XP_005845040.1	PRW45373.1
OG0005380	XP_005845656.1, XP_005851915.1	PRW45375.1
OG0005381	XP_005846687.1	PRW45492.1
OG0005382	XP_005845115.1, XP_005845708.1	PRW45567.1
OG0005383	XP_005844373.1	PRW45584.1, PRW61201.1
OG0005384	XP_005846643.1	PRW45663.1
OG0005385	XP_005843192.1	PRW45700.1, PRW45699.1
OG0005386	XP_005848275.1	PRW45704.1
OG0005387	XP_005851924.1, XP_005845926.1	PRW45714.1
OG0005388	XP_005848655.1	PRW50807.1
OG0005389	XP_005848919.1	PRW50846.1, PRW50845.1
OG0005390	XP_005848656.1	PRW50873.1, PRW50874.1
OG0005391	XP_005848961.1	PRW51109.1, PRW50875.1
OG0005393	XP_005845502.1	PRW51115.1
OG0005394	XP_005850753.1, XP_005852127.1	PRW51129.1
OG0005395	XP_005848929.1, XP_005848928.1, XP_005848927.1	PRW51150.1
OG0005396	XP_005848806.1, XP_005848805.1	PRW51155.1
OG0005397	XP_005850730.1	PRW56045.1, PRW56044.1
OG0005398	XP_005850904.1	PRW56087.1, PRW57242.1
OG0005399	XP_005851041.1	PRW56095.1
OG0005400	XP_005845368.1	PRW59106.1, PRW56190.1
OG0005401	XP_005850955.1	PRW56273.1, PRW56274.1
OG0005403	XP_005851959.1	PRW56339.1
OG0005404	XP_005850060.1	PRW56391.1, PRW56390.1
OG0005405	XP_005850152.1	PRW56471.1, PRW56472.1
OG0005406	XP_005850378.1	PRW56484.1
OG0005407	XP_005850267.1	PRW56512.1
OG0005408	XP_005850428.1	PRW56548.1
OG0005409	XP_005850026.1	PRW56551.1
OG0005410	XP_005850007.1	PRW56587.1
OG0005411	XP_005850025.1	PRW56589.1
OG0005412	XP_005848613.1	PRW56732.1
OG0005413	XP_005843615.1	PRW61403.1, PRW61351.1, PRW56776.1
OG0005414	XP_005850039.1	PRW56805.1
OG0005415	XP_005850335.1	PRW56883.1
OG0005416	XP_005847040.1	PRW56918.1
OG0005417	XP_005846903.1	PRW56942.1
OG0005418	XP_005847904.1	PRW57096.1, PRW57012.1
OG0005420	XP_005847086.1	PRW57203.1, PRW57204.1
OG0005421	XP_005847089.1	PRW57224.1
OG0005422	XP_005847007.1, XP_005842686.1	PRW57274.1
OG0005423	XP_005847931.1	PRW57287.1
OG0005424	XP_005848076.1	PRW57309.1
OG0005425	XP_005847022.1	PRW57342.1
OG0005428	XP_005842577.1	PRW57712.1, PRW57711.1
OG0005429	XP_005848601.1	PRW57721.1
OG0005430	XP_005848426.1	PRW57761.1, PRW58780.1
OG0005431	XP_005845747.1	PRW57815.1
OG0005432	XP_005849134.1, XP_005849133.1	PRW57848.1
OG0005433	XP_005847715.1	PRW57874.1
OG0005434	XP_005849353.1	PRW57948.1
OG0005435	XP_005849427.1	PRW58023.1, PRW58022.1
OG0005436	XP_005851550.1	PRW58124.1, PRW58125.1
OG0005437	XP_005843295.1	PRW58135.1
OG0005438	XP_005849734.1	PRW58192.1, PRW58191.1
OG0005439	XP_005851479.1, XP_005847637.1	PRW58360.1
OG0005440	XP_005848119.1	PRW58379.1
OG0005441	XP_005851497.1	PRW58465.1
OG0005442	XP_005847456.1, XP_005851746.1	PRW58497.1, PRW58498.1
OG0005443	XP_005851628.1	PRW58602.1
OG0005444	XP_005851430.1	PRW60197.1, PRW58612.1
OG0005445	XP_005851113.1	PRW58616.1, PRW58617.1
OG0005446	XP_005851080.1, XP_005844561.1	PRW58660.1
OG0005448	XP_005849848.1	PRW58851.1
OG0005450	XP_005849748.1	PRW59282.1
OG0005451	XP_005849943.1	PRW59306.1
OG0005452	XP_005849746.1	PRW59398.1
OG0005453	XP_005843789.1	PRW59414.1, PRW59413.1, PRW59415.1
OG0005454	XP_005846517.1	PRW59587.1
OG0005455	XP_005845329.1	PRW59633.1
OG0005456	XP_005845347.1	PRW59659.1
OG0005457	XP_005845271.1	PRW60002.1
OG0005459	XP_005852208.1	PRW60241.1
OG0005460	XP_005851709.1	PRW60246.1, PRW60550.1
OG0005461	XP_005851676.1	PRW60287.1, PRW60288.1
OG0005462	XP_005851694.1	PRW60352.1, PRW60350.1, PRW60351.1
OG0005464	XP_005851965.1	PRW60374.1, PRW60555.1
OG0005465	XP_005852278.1	PRW60477.1, PRW60478.1
OG0005466	XP_005851979.1, XP_005851978.1	PRW60490.1
OG0005467	XP_005852067.1	PRW60515.1
OG0005468	XP_005852206.1	PRW60595.1
OG0005469	XP_005852028.1	PRW60629.1
OG0005470	XP_005848790.1	PRW60689.1
OG0005471	XP_005851914.1	PRW60769.1, PRW60744.1
OG0005472	XP_005852290.1	PRW60762.1, PRW60761.1
OG0005473	XP_005851770.1	PRW60799.1
OG0005474	XP_005851697.1	PRW60843.1
OG0005475	XP_005851859.1	PRW60857.1
OG0005476	XP_005844376.1	PRW60915.1
OG0005478	XP_005844186.1	PRW60946.1
OG0005479	XP_005844452.1	PRW60950.1
OG0005480	XP_005846822.1	PRW60979.1
OG0005482	XP_005843139.1	PRW61064.1, PRW61545.1
OG0005483	XP_005851679.1	PRW61096.1
OG0005484	XP_005843502.1	PRW61577.1, PRW61104.1
OG0005485	XP_005844440.1	PRW61552.1, PRW61107.1, PRW61108.1
OG0005486	XP_005845540.1	PRW61255.1
OG0005487	XP_005843511.1	PRW61318.1
OG0005488	XP_005845521.1	PRW61340.1
OG0005489	XP_005842844.1	PRW61358.1
OG0005490	XP_005851433.1, XP_005843107.1	PRW61372.1
OG0005491	XP_005843503.1	PRW61443.1, PRW61444.1
OG0005492	XP_005845684.1	PRW61475.1, PRW61564.1
OG0005494	XP_005845597.1	PRW61568.1
OG0005495	XP_005844271.1	PRW61579.1
OG0005496	XP_005842573.1, XP_005851032.1	PRW61624.1
OG0005536	XP_005844004.1	PRW57205.1
OG0005537	XP_005845224.1	PRW45617.1
OG0005539	XP_005845935.1	PRW33548.1
OG0005542	XP_005845913.1	PRW33633.1
OG0005545	XP_005845907.1	PRW33673.1
OG0005553	XP_005845724.1	PRW33677.1
OG0005556	XP_005844089.1	PRW32845.1
OG0005557	XP_005843998.1	PRW32915.1
OG0005559	XP_005843411.1	PRW33031.1
OG0005564	XP_005844109.1	PRW20177.1
OG0005567	XP_005844024.1	PRW20196.1
OG0005568	XP_005844118.1	PRW20207.1
OG0005571	XP_005844028.1	PRW20286.1
OG0005573	XP_005844006.1	PRW32941.1
OG0005578	XP_005846500.1	PRW60398.1
OG0005579	XP_005844512.1	PRW20540.1
OG0005584	XP_005844522.1	PRW20446.1
OG0005586	XP_005844635.1	PRW20461.1
OG0005590	XP_005843256.1	PRW33192.1
OG0005592	XP_005843298.1	PRW33095.1
OG0005594	XP_005843260.1	PRW33193.1
OG0005600	XP_005844863.1	PRW33143.1
OG0005603	XP_005843421.1	PRW58913.1
OG0005605	XP_005849966.1	PRW59038.1
OG0005607	XP_005848762.1	PRW51147.1
OG0005610	XP_005843772.1	PRW59274.1
OG0005611	XP_005843769.1	PRW59162.1
OG0005615	XP_005849902.1	PRW59061.1
OG0005619	XP_005849885.1	PRW59229.1
OG0005621	XP_005849823.1	PRW58974.1
OG0005623	XP_005848911.1	PRW60895.1
OG0005625	XP_005849696.1	PRW59255.1
OG0005629	XP_005849894.1	PRW58727.1
OG0005630	XP_005844205.1	PRW61013.1
OG0005636	XP_005847631.1	PRW61461.1
OG0005639	XP_005844046.1	PRW59298.1
OG0005646	XP_005848791.1	PRW51003.1
OG0005648	XP_005843826.1	PRW58868.1
OG0005652	XP_005848964.1	PRW50815.1
OG0005653	XP_005848920.1	PRW20500.1
OG0005658	XP_005848722.1	PRW50961.1
OG0005662	XP_005848907.1	PRW51145.1
OG0005668	XP_005848909.1	PRW51149.1
OG0005672	XP_005848913.1	PRW50786.1
OG0005673	XP_005842663.1	PRW50798.1
OG0005674	XP_005848809.1	PRW50910.1
OG0005675	XP_005848619.1	PRW55905.1
OG0005676	XP_005848815.1	PRW50892.1
OG0005677	XP_005848591.1	PRW51092.1
OG0005679	XP_005843553.1	PRW61091.1
OG0005683	XP_005850853.1	PRW56249.1
OG0005686	XP_005850886.1	PRW56334.1
OG0005689	XP_005850532.1	PRW18338.1
OG0005690	XP_005850525.1	PRW18363.1
OG0005696	XP_005850801.1	PRW18380.1
OG0005698	XP_005849169.1	PRW57850.1
OG0005705	XP_005843938.1	PRW20673.1
OG0005712	XP_005843073.1	PRW44949.1
OG0005719	XP_005847961.1	PRW20941.1
OG0005721	XP_005848088.1	PRW57226.1
OG0005722	XP_005848086.1	PRW57211.1
OG0005724	XP_005850191.1	PRW56554.1
OG0005726	XP_005850079.1	PRW56822.1
OG0005727	XP_005850086.1	PRW56423.1
OG0005728	XP_005850330.1	PRW56803.1
OG0005732	XP_005845158.1	PRW45397.1
OG0005733	XP_005847365.1	PRW05846.1
OG0005734	XP_005850066.1	PRW56798.1
OG0005737	XP_005850120.1	PRW56421.1
OG0005739	XP_005850057.1	PRW56488.1
OG0005740	XP_005846942.1	PRW57130.1
OG0005743	XP_005847064.1	PRW57303.1
OG0005744	XP_005846987.1	PRW57524.1
OG0005745	XP_005847196.1	PRW57191.1
OG0005746	XP_005844401.1	PRW61262.1
OG0005749	XP_005850656.1	PRW55944.1
OG0005756	XP_005845967.1	PRW05752.1
OG0005757	XP_005848455.1	PRW61085.1
OG0005758	XP_005845986.1	PRW39081.1
OG0005766	XP_005852071.1	PRW60467.1
OG0005768	XP_005843760.1	PRW58781.1
OG0005770	XP_005845021.1	PRW39171.1
OG0005774	XP_005844915.1	PRW39228.1
OG0005775	XP_005844688.1	PRW21014.1
OG0005776	XP_005847027.1	PRW57437.1
OG0005777	XP_005847239.1	PRW44451.1
OG0005778	XP_005843621.1	PRW61131.1
OG0005780	XP_005845116.1	PRW45457.1
OG0005785	XP_005850439.1	PRW56685.1
OG0005790	XP_005850554.1	PRW56278.1
OG0005793	XP_005850706.1	PRW56024.1
OG0005795	XP_005844942.1	PRW61229.1
OG0005797	XP_005851033.1	PRW56002.1
OG0005800	XP_005847790.1	PRW39189.1
OG0005803	XP_005850967.1	PRW56056.1
OG0005804	XP_005850686.1	PRW56054.1
OG0005806	XP_005844648.1	PRW20559.1
OG0005807	XP_005851011.1	PRW56006.1
OG0005810	XP_005850618.1	PRW56236.1
OG0005817	XP_005851006.1	PRW56070.1
OG0005818	XP_005850728.1	PRW56048.1
OG0005823	XP_005843008.1	PRW59547.1
OG0005827	XP_005845781.1	PRW33549.1
OG0005828	XP_005845891.1	PRW33581.1
OG0005836	XP_005852089.1	PRW60473.1
OG0005837	XP_005851758.1	PRW60357.1
OG0005842	XP_005852106.1	PRW60289.1
OG0005849	XP_005852119.1	PRW60499.1
OG0005853	XP_005851804.1	PRW60346.1
OG0005856	XP_005852132.1	PRW60793.1
OG0005857	XP_005852047.1	PRW60247.1
OG0005861	XP_005852039.1	PRW60594.1
OG0005863	XP_005852031.1	PRW60257.1
OG0005865	XP_005852020.1	PRW60634.1
OG0005867	XP_005852156.1	PRW60278.1
OG0005872	XP_005851311.1	PRW33148.1
OG0005875	XP_005846907.1	PRW56939.1
OG0005876	XP_005852077.1	PRW60333.1
OG0005877	XP_005844426.1	PRW61452.1
OG0005879	XP_005845769.1	PRW60919.1
OG0005881	XP_005843484.1	PRW61538.1
OG0005884	XP_005844892.1	PRW61253.1
OG0005886	XP_005849245.1	PRW33921.1
OG0005892	XP_005849240.1	PRW33810.1
OG0005894	XP_005849140.1	PRW57917.1
OG0005895	XP_005849085.1	PRW34098.1
OG0005900	XP_005849124.1	PRW57670.1
OG0005903	XP_005849322.1	PRW57998.1
OG0005904	XP_005849379.1	PRW57669.1
OG0005906	XP_005849376.1	PRW57704.1, PRW57703.1
OG0005909	XP_005849178.1	PRW57728.1
OG0005912	XP_005849198.1	PRW57718.1
OG0005915	XP_005849354.1	PRW57881.1
OG0005916	XP_005844253.1	PRW61076.1
OG0005918	XP_005849358.1	PRW57616.1
OG0005921	XP_005850056.1	PRW32555.1
OG0005923	XP_005843926.1	PRW20733.1
OG0005924	XP_005843850.1	PRW20776.1
OG0005925	XP_005843927.1	PRW20676.1
OG0005926	XP_005851922.1	PRW60509.1
OG0005929	XP_005844041.1	PRW20225.1
OG0005930	XP_005844411.1	PRW61247.1
OG0005935	XP_005852196.1	PRW60334.1
OG0005938	XP_005851888.1	PRW60683.1
OG0005941	XP_005848860.1	PRW51096.1
OG0005942	XP_005844052.1	PRW20292.1
OG0005944	XP_005843894.1	PRW20734.1
OG0005946	XP_005843957.1	PRW45002.1
OG0005949	XP_005845846.1	PRW32586.1
OG0005954	XP_005848204.1	PRW61616.1
OG0005956	XP_005848391.1	PRW45059.1
OG0005959	XP_005848509.1	PRW45128.1
OG0005963	XP_005848332.1	PRW45079.1
OG0005964	XP_005848522.1	PRW44871.1
OG0005965	XP_005848527.1	PRW44870.1
OG0005966	XP_005848109.1	PRW56021.1
OG0005971	XP_005848235.1	PRW45035.1
OG0005975	XP_005842949.1	PRW20188.1
OG0005977	XP_005844817.1	PRW21106.1
OG0005982	XP_005846724.1	PRW58771.1
OG0005983	XP_005850059.1, XP_005845783.1	PRW33565.1
OG0005986	XP_005849510.1	PRW59307.1
OG0005989	XP_005849479.1	PRW59405.1
OG0005995	XP_005849488.1	PRW59187.1
OG0005996	XP_005849761.1	PRW59192.1
OG0005997	XP_005849352.1	PRW57765.1
OG0005998	XP_005849486.1	PRW59379.1
OG0005999	XP_005849755.1	PRW58830.1
OG0006000	XP_005849537.1	PRW59085.1, PRW59086.1
OG0006001	XP_005849538.1	PRW59087.1
OG0006004	XP_005849740.1	PRW58897.1
OG0006006	XP_005849443.1	PRW56976.1
OG0006007	XP_005849783.1	PRW58812.1
OG0006008	XP_005846856.1	PRW57414.1
OG0006011	XP_005849713.1	PRW57147.1
OG0006012	XP_005849514.1	PRW59158.1
OG0006019	XP_005847425.1	PRW44356.1
OG0006024	XP_005844073.1	PRW32966.1
OG0006025	XP_005848148.1, XP_005844378.1	PRW58476.1
OG0006028	XP_005847485.1	PRW44478.1
OG0006030	XP_005847511.1	PRW44384.1
OG0006031	XP_005842783.1	PRW32545.1
OG0006033	XP_005847521.1	PRW44621.1
OG0006034	XP_005847475.1	PRW44553.1
OG0006035	XP_005847513.1	PRW44614.1
OG0006037	XP_005847445.1	PRW44352.1
OG0006039	XP_005849219.1	PRW57806.1
OG0006041	XP_005846161.1	PRW51153.1
OG0006043	XP_005847462.1	PRW44236.1
OG0006054	XP_005846575.1	PRW32482.1
OG0006057	XP_005843844.1	PRW20741.1
OG0006058	XP_005843935.1	PRW20677.1
OG0006065	XP_005851382.1	PRW58174.1
OG0006067	XP_005851368.1	PRW58426.1
OG0006068	XP_005845761.1	PRW33116.1
OG0006070	XP_005851420.1	PRW58459.1
OG0006075	XP_005851369.1	PRW45186.1, PRW58198.1
OG0006077	XP_005851410.1	PRW58243.1
OG0006079	XP_005851067.1	PRW58105.1
OG0006080	XP_005851063.1	PRW58095.1
OG0006082	XP_005851089.1	PRW58592.1
OG0006083	XP_005847016.1	PRW57375.1
OG0006084	XP_005851442.1	PRW58396.1
OG0006085	XP_005851154.1	PRW58164.1
OG0006086	XP_005851153.1	PRW58512.1
OG0006092	XP_005851205.1	PRW58134.1
OG0006098	XP_005851509.1	PRW58378.1
OG0006099	XP_005851222.1	PRW58177.1
OG0006103	XP_005851240.1	PRW58223.1
OG0006105	XP_005851624.1	PRW58495.1
OG0006107	XP_005851326.1	PRW58627.1
OG0006109	XP_005851559.1	PRW58185.1
OG0006115	XP_005850438.1	PRW56644.1
OG0006117	XP_005851308.1	PRW58569.1
OG0006119	XP_005851527.1	PRW58520.1
OG0006120	XP_005851447.1	PRW58544.1
OG0006121	XP_005851540.1	PRW58186.1
OG0006122	XP_005842543.1	PRW58665.1
OG0006123	XP_005846589.1	PRW32648.1
OG0006127	XP_005850405.1	PRW56718.1
OG0006128	XP_005846603.1	PRW32623.1
OG0006129	XP_005846732.1	PRW32645.1
OG0006130	XP_005846736.1	PRW32488.1
OG0006135	XP_005846566.1	PRW32506.1
OG0006137	XP_005851584.1	PRW58661.1
OG0006141	XP_005849204.1	PRW20464.1
OG0006142	XP_005843905.1	PRW20654.1
OG0006143	XP_005843942.1	PRW20644.1
OG0006145	XP_005846794.1	PRW45582.1, PRW45581.1
OG0006146	XP_005846793.1	PRW45432.1
OG0006147	XP_005845148.1	PRW45628.1
OG0006150	XP_005846778.1	PRW45558.1
OG0006154	XP_005844424.1	PRW60987.1
OG0006159	XP_005849978.1	PRW56745.1
OG0006162	XP_005850241.1	PRW56576.1
OG0006163	XP_005850032.1	PRW56628.1
OG0006164	XP_005850029.1	PRW56560.1
OG0006166	XP_005850248.1	PRW56617.1
OG0006167	XP_005849996.1	PRW56642.1
OG0006169	XP_005850251.1	PRW56821.1
OG0006172	XP_005846381.1	PRW59669.1
OG0006180	XP_005846388.1	PRW59485.1
OG0006183	XP_005846520.1	PRW59509.1
OG0006184	XP_005846493.1	PRW59784.1
OG0006193	XP_005846447.1	PRW59801.1
OG0006196	XP_005846263.1	PRW60151.1
OG0006197	XP_005846434.1	PRW59835.1
OG0006198	XP_005846427.1	PRW60086.1
OG0006202	XP_005846302.1	PRW59634.1
OG0006206	XP_005851092.1	PRW56436.1
OG0006208	XP_005842821.1	PRW59849.1
OG0006210	XP_005845344.1	PRW59689.1
OG0006212	XP_005845487.1	PRW59974.1
OG0006216	XP_005846403.1	PRW59767.1
OG0006217	XP_005847792.1	PRW57611.1
OG0006224	XP_005845381.1	PRW59545.1
OG0006225	XP_005845250.1	PRW59513.1
OG0006226	XP_005845251.1	PRW59938.1
OG0006227	XP_005845387.1	PRW60125.1
OG0006228	XP_005842999.1	PRW59978.1
OG0006229	XP_005843024.1	PRW59530.1
OG0006236	XP_005844399.1	PRW61086.1
OG0006239	XP_005844191.1	PRW61100.1
OG0006248	XP_005848099.1	PRW57280.1
OG0006252	XP_005846865.1	PRW57332.1
OG0006259	XP_005845517.1	PRW61381.1
OG0006261	XP_005845580.1	PRW61099.1
OG0006266	XP_005843191.1	PRW05944.1
OG0006268	XP_005848899.1	PRW50891.1
OG0006269	XP_005843214.1	PRW05929.1
OG0006270	XP_005843208.1	PRW05904.1
OG0006275	XP_005845057.1	PRW45682.1
OG0006278	XP_005844719.1	PRW20978.1
OG0006281	XP_005844437.1	PRW61252.1
OG0006284	XP_005843332.1	PRW33012.1
OG0006288	XP_005844066.1	PRW33073.1
OG0006290	XP_005852036.1	PRW45546.1
OG0006295	XP_005844078.1	PRW32925.1
OG0006299	XP_005848061.1	PRW57221.1
OG0006300	XP_005843675.1	PRW61071.1
OG0006301	XP_005843393.1	PRW61503.1
OG0006304	XP_005848305.1	PRW45000.1
OG0006305	XP_005848501.1	PRW45051.1
OG0006310	XP_005846016.1	PRW39365.1
OG0006312	XP_005844240.1	PRW33990.1
OG0006314	XP_005847809.1	PRW57620.1
OG0006318	XP_005847841.1	PRW33933.1
OG0006319	XP_005844150.1	PRW34042.1
OG0006321	XP_005848287.1	PRW45047.1
OG0006323	XP_005848486.1	PRW44864.1
OG0006328	XP_005847155.1	PRW57347.1
OG0006336	XP_005842963.1	PRW21002.1
OG0006337	XP_005848030.1	PRW57160.1
OG0006341	XP_005848054.1	PRW51178.1
OG0006342	XP_005847885.1	PRW57154.1
OG0006344	XP_005847213.1	PRW57430.1
OG0006352	XP_005848245.1	PRW44925.1
OG0006353	XP_005847590.1	PRW57667.1
OG0006357	XP_005847581.1	PRW57748.1
OG0006358	XP_005847801.1	PRW57875.1
OG0006360	XP_005847766.1	PRW57902.1
OG0006364	XP_005847673.1	PRW33846.1
OG0006366	XP_005847690.1	PRW33779.1
OG0006369	XP_005847666.1	PRW34038.1
OG0006372	XP_005843158.1	PRW55898.1
OG0006373	XP_005847357.1	PRW44562.1
OG0006374	XP_005846073.1	PRW05777.1
OG0006379	XP_005845056.1	PRW45565.1
OG0006382	XP_005851321.1	PRW05780.1
OG0006384	XP_005850468.1	PRW05819.1
OG0006385	XP_005850203.1	PRW05824.1
OG0006386	XP_005850205.1	PRW05847.1
OG0006387	XP_005850207.1	PRW05864.1
OG0006388	XP_005850210.1	PRW05876.1
OG0006392	XP_005843162.1	PRW05935.1
OG0006393	XP_005850796.1	PRW18299.1
OG0006394	XP_005850776.1	PRW18310.1
OG0006395	XP_005850499.1	PRW18350.1
OG0006396	XP_005850781.1	PRW18358.1
OG0006397	XP_005850480.1	PRW18362.1
OG0006398	XP_005846396.1	PRW18377.1
OG0006399	XP_005850503.1	PRW18378.1
OG0006401	XP_005850481.1	PRW18407.1
OG0006403	XP_005844950.1	PRW20176.1
OG0006404	XP_005842951.1	PRW20193.1
OG0006405	XP_005844134.1	PRW20231.1
OG0006406	XP_005842920.1	PRW20240.1
OG0006407	XP_005843976.1	PRW20254.1
OG0006408	XP_005844040.1	PRW20270.1, PRW20271.1
OG0006409	XP_005842929.1	PRW20293.1
OG0006410	XP_005843663.1	PRW20346.1
OG0006411	XP_005843684.1	PRW20364.1
OG0006413	XP_005843689.1	PRW20386.1
OG0006415	XP_005851743.1	PRW20413.1
OG0006417	XP_005844551.1	PRW20444.1
OG0006418	XP_005844651.1	PRW20445.1
OG0006419	XP_005844580.1	PRW20448.1
OG0006420	XP_005844579.1	PRW20451.1
OG0006421	XP_005850972.1	PRW20456.1
OG0006422	XP_005844583.1	PRW20460.1
OG0006423	XP_005844520.1	PRW20476.1
OG0006425	XP_005844497.1	PRW20501.1
OG0006426	XP_005844484.1	PRW20529.1
OG0006427	XP_005844649.1	PRW20560.1
OG0006429	XP_005844603.1	PRW20591.1
OG0006430	XP_005847738.1	PRW20605.1
OG0006431	XP_005847568.1	PRW20653.1
OG0006433	XP_005842756.1	PRW20708.1
OG0006434	XP_005842899.1	PRW20732.1
OG0006435	XP_005847566.1	PRW20738.1
OG0006436	XP_005843923.1	PRW20745.1
OG0006437	XP_005843425.1	PRW20767.1
OG0006439	XP_005848003.1	PRW20835.1
OG0006440	XP_005848166.1	PRW20850.1
OG0006441	XP_005845575.1	PRW20854.1
OG0006442	XP_005847953.1	PRW20862.1
OG0006443	XP_005848121.1	PRW20863.1
OG0006445	XP_005848189.1	PRW20903.1
OG0006446	XP_005848001.1	PRW20913.1
OG0006447	XP_005848182.1	PRW20914.1
OG0006448	XP_005847974.1	PRW20929.1
OG0006449	XP_005848172.1	PRW20931.1
OG0006450	XP_005848136.1	PRW20954.1
OG0006451	XP_005848133.1	PRW20957.1
OG0006452	XP_005844776.1	PRW20970.1
OG0006453	XP_005844792.1	PRW20984.1
OG0006454	XP_005844761.1	PRW20985.1
OG0006455	XP_005844759.1	PRW20994.1
OG0006456	XP_005844662.1	PRW21012.1
OG0006457	XP_005844717.1	PRW21017.1
OG0006458	XP_005844684.1	PRW21019.1
OG0006462	XP_005842931.1	PRW21063.1
OG0006464	XP_005844715.1	PRW21087.1
OG0006465	XP_005844663.1	PRW21089.1
OG0006466	XP_005842968.1	PRW21101.1
OG0006467	XP_005844749.1	PRW21109.1
OG0006468	XP_005844798.1, XP_005850997.1	PRW21114.1
OG0006469	XP_005844772.1	PRW21116.1
OG0006470	XP_005844703.1	PRW21143.1
OG0006471	XP_005842932.1	PRW21144.1
OG0006473	XP_005846577.1	PRW32517.1
OG0006474	XP_005842592.1	PRW32535.1
OG0006476	XP_005846565.1, XP_005844495.1	PRW32558.1
OG0006477	XP_005846758.1	PRW32561.1
OG0006478	XP_005846597.1	PRW32566.1
OG0006479	XP_005847482.1	PRW32573.1
OG0006480	XP_005842872.1	PRW32596.1
OG0006481	XP_005846585.1	PRW32610.1
OG0006482	XP_005846586.1	PRW32620.1
OG0006483	XP_005849309.1	PRW32626.1, PRW32625.1
OG0006484	XP_005846744.1	PRW32670.1
OG0006485	XP_005843043.1	PRW32674.1
OG0006486	XP_005846702.1	PRW32677.1
OG0006487	XP_005843418.1	PRW32678.1
OG0006488	XP_005843072.1	PRW32681.1, PRW32680.1
OG0006489	XP_005844097.1	PRW32838.1
OG0006490	XP_005844560.1	PRW32858.1
OG0006491	XP_005843365.1	PRW32882.1
OG0006492	XP_005844564.1	PRW32885.1
OG0006494	XP_005843997.1	PRW32924.1
OG0006495	XP_005843360.1	PRW32939.1
OG0006496	XP_005844569.1	PRW32944.1
OG0006497	XP_005843348.1	PRW32981.1
OG0006498	XP_005844072.1	PRW33018.1
OG0006500	XP_005843409.1	PRW33079.1
OG0006502	XP_005844951.1	PRW33129.1, PRW33208.1
OG0006503	XP_005844934.1	PRW33138.1
OG0006504	XP_005844929.1	PRW33155.1
OG0006505	XP_005851736.1	PRW33160.1
OG0006506	XP_005844862.1	PRW33178.1
OG0006507	XP_005844836.1	PRW33195.1
OG0006509	XP_005847565.1	PRW33251.1
OG0006510	XP_005843291.1	PRW33256.1
OG0006511	XP_005844955.1	PRW33284.1
OG0006512	XP_005843259.1	PRW33289.1
OG0006513	XP_005844825.1	PRW33296.1
OG0006514	XP_005844860.1	PRW33314.1
OG0006515	XP_005843251.1	PRW33327.1
OG0006516	XP_005844848.1	PRW33333.1
OG0006517	XP_005845875.1	PRW33512.1
OG0006519	XP_005845717.1	PRW33526.1
OG0006520	XP_005845869.1	PRW33531.1
OG0006521	XP_005845735.1	PRW33609.1
OG0006522	XP_005845864.1	PRW33640.1
OG0006524	XP_005845803.1	PRW33645.1
OG0006525	XP_005845764.1	PRW33652.1
OG0006526	XP_005845756.1	PRW33657.1, PRW33656.1, PRW33655.1
OG0006527	XP_005845737.1	PRW33687.1
OG0006528	XP_005845893.1	PRW33688.1
OG0006529	XP_005845734.1	PRW33697.1, PRW34027.1
OG0006530	XP_005845887.1	PRW33700.1
OG0006531	XP_005845772.1	PRW33701.1
OG0006532	XP_005850539.1	PRW33724.1
OG0006533	XP_005844130.1	PRW33727.1
OG0006534	XP_005845743.1	PRW33731.1
OG0006535	XP_005845776.1	PRW33735.1
OG0006537	XP_005845905.1	PRW33744.1
OG0006538	XP_005849051.1	PRW33755.1
OG0006539	XP_005844239.1	PRW33763.1
OG0006540	XP_005849280.1	PRW33774.1
OG0006541	XP_005847674.1	PRW33783.1
OG0006542	XP_005848579.1	PRW33800.1
