Orthogroup	c_variabilis_genome_proteins	m_conductrix_genome_proteins
OG0005209	XP_005847775.1	PSC74516.1
OG0005210	XP_005847746.1	PSC74642.1
OG0005211	XP_005847583.1	PSC74434.1
OG0005212	XP_005847597.1	PSC74514.1
OG0005213	XP_005847764.1	PSC74391.1
OG0005214	XP_005847598.1	PSC74665.1
OG0005215	XP_005847765.1	PSC74504.1
OG0005216	XP_005851634.1	PSC74587.1
OG0005217	XP_005847599.1	PSC74590.1
OG0005218	XP_005842725.1	PSC74710.1
OG0005219	XP_005847751.1	PSC74685.1
OG0005220	XP_005847371.1	PSC75757.1
OG0005221	XP_005843346.1	PSC73116.1
OG0005222	XP_005844143.1	PSC70161.1
OG0005223	XP_005847821.1	PSC69340.1
OG0005224	XP_005844138.1	PSC70282.1
OG0005225	XP_005844222.1	PSC70270.1
OG0005226	XP_005844223.1	PSC70285.1
OG0005227	XP_005847678.1	PSC70193.1
OG0005228	XP_005847865.1	PSC70299.1
OG0005229	XP_005847866.1	PSC70218.1
OG0005230	XP_005847829.1	PSC70214.1
OG0005231	XP_005847675.1	PSC70202.1
OG0005232	XP_005847834.1	PSC70215.1
OG0005233	XP_005847833.1	PSC70250.1
OG0005234	XP_005845938.1	PSC72012.1
OG0005235	XP_005847699.1	PSC70272.1
OG0005236	XP_005847863.1	PSC70158.1
OG0005237	XP_005847700.1	PSC70170.1
OG0005238	XP_005847850.1	PSC70276.1
OG0005239	XP_005847687.1	PSC70198.1
OG0005240	XP_005847857.1	PSC70244.1
OG0005241	XP_005847651.1	PSC74999.1
OG0005242	XP_005844155.1	PSC70298.1
OG0005243	XP_005850966.1	PSC72703.1
OG0005244	XP_005844249.1	PSC67757.1
OG0005245	XP_005847815.1	PSC74823.1
OG0005246	XP_005847662.1	PSC69341.1
OG0005247	XP_005847811.1	PSC75079.1
OG0005248	XP_005847649.1	PSC75162.1
OG0005249	XP_005847665.1	PSC70230.1
OG0005250	XP_005847824.1	PSC70211.1
OG0005251	XP_005847681.1	PSC70181.1
OG0005252	XP_005843157.1	PSC74778.1
OG0005253	XP_005843118.1	PSC74670.1
OG0005254	XP_005843114.1	PSC74585.1
OG0005255	XP_005843115.1	PSC74637.1
OG0005256	XP_005843152.1	PSC74738.1
OG0005257	XP_005843159.1	PSC74648.1
OG0005258	XP_005843121.1	PSC74600.1
OG0005259	XP_005851090.1	PSC74603.1
OG0005260	XP_005851376.1	PSC68625.1
OG0005261	XP_005842849.1	PSC74431.1
OG0005262	XP_005842837.1	PSC74363.1
OG0005263	XP_005844187.1	PSC73484.1
OG0005264	XP_005843141.1	PSC74653.1
OG0005265	XP_005843583.1	PSC74183.1
OG0005266	XP_005843104.1	PSC74646.1
OG0005267	XP_005843140.1	PSC74465.1
OG0005269	XP_005843133.1	PSC74491.1
OG0005270	XP_005843117.1	PSC74742.1
OG0005271	XP_005843155.1	PSC74765.1
OG0005272	XP_005843661.1	PSC74784.1
OG0005273	XP_005843720.1	PSC74560.1
OG0005274	XP_005843714.1	PSC74579.1
OG0005275	XP_005843651.1	PSC74620.1, PSC74621.1
OG0005276	XP_005843645.1	PSC74703.1
OG0005277	XP_005845226.1	PSC68572.1
OG0005278	XP_005843657.1	PSC74641.1
OG0005279	XP_005843719.1	PSC74709.1
OG0005280	XP_005843726.1	PSC74470.1
OG0005282	XP_005843735.1	PSC74730.1
OG0005283	XP_005843671.1	PSC74749.1
OG0005285	XP_005843729.1	PSC74663.1
OG0005286	XP_005849887.1	PSC77022.1
OG0005288	XP_005843700.1	PSC74728.1
OG0005289	XP_005843739.1	PSC74694.1
OG0005290	XP_005843738.1	PSC74525.1
OG0005291	XP_005843683.1	PSC74657.1
OG0005292	XP_005843745.1	PSC74410.1
OG0005293	XP_005843682.1	PSC74643.1
OG0005294	XP_005843737.1	PSC74359.1
OG0005295	XP_005843667.1	PSC74671.1
OG0005296	XP_005843692.1	PSC74437.1
OG0005297	XP_005845941.1	PSC71986.1
OG0005299	XP_005844709.1	PSC71719.1
OG0005300	XP_005850471.1	PSC75334.1, PSC75333.1
OG0005301	XP_005843212.1	PSC67785.1, PSC67786.1
OG0005302	XP_005843166.1	PSC68412.1, PSC68413.1
OG0005303	XP_005843025.1, XP_005843539.1	PSC70228.1
OG0005304	XP_005843190.1	PSC68036.1, PSC69514.1
OG0005305	XP_005843207.1	PSC68028.1
OG0005306	XP_005850538.1, XP_005850537.1	PSC72878.1
OG0005307	XP_005850791.1, XP_005850790.1	PSC71429.1
OG0005308	XP_005846393.1	PSC73526.1, PSC73212.1
OG0005309	XP_005842921.1	PSC70803.1
OG0005310	XP_005842943.1	PSC70820.1, PSC70721.1
OG0005311	XP_005850342.1	PSC73034.1
OG0005312	XP_005842927.1	PSC70739.1, PSC70740.1
OG0005313	XP_005842919.1	PSC70736.1
OG0005314	XP_005842959.1	PSC69647.1
OG0005316	XP_005843664.1	PSC74469.1
OG0005318	XP_005844638.1, XP_005844633.1	PSC70297.1
OG0005319	XP_005842910.1	PSC67219.1, PSC67220.1
OG0005321	XP_005847736.1	PSC69629.1
OG0005322	XP_005848144.1, XP_005848143.1	PSC76640.1
OG0005323	XP_005847994.1	PSC75183.1
OG0005324	XP_005848177.1	PSC76780.1
OG0005325	XP_005846734.1	PSC70164.1
OG0005326	XP_005844654.1	PSC71699.1
OG0005327	XP_005844690.1	PSC71797.1
OG0005328	XP_005846716.1	PSC75369.1
OG0005329	XP_005846722.1, XP_005846721.1	PSC75601.1
OG0005332	XP_005848257.1	PSC76955.1
OG0005334	XP_005844988.1	PSC73801.1
OG0005337	XP_005842757.1, XP_005849041.1	PSC69214.1
OG0005339	XP_005844847.1	PSC71330.1
OG0005340	XP_005843282.1	PSC69295.1
OG0005341	XP_005843231.1	PSC69277.1
OG0005342	XP_005845934.1	PSC70034.1
OG0005343	XP_005845779.1	PSC69997.1, PSC69996.1
OG0005344	XP_005847608.1	PSC74690.1
OG0005345	XP_005848470.1, XP_005845730.1	PSC67381.1
OG0005347	XP_005847658.1	PSC69412.1
OG0005348	XP_005852146.1	PSC75873.1
OG0005349	XP_005846017.1	PSC72051.1
OG0005350	XP_005844997.1	PSC67609.1, PSC67608.1
OG0005351	XP_005846048.1	PSC71991.1
OG0005352	XP_005845006.1	PSC73281.1, PSC73230.1
OG0005353	XP_005846039.1	PSC71868.1
OG0005354	XP_005846187.1, XP_005847164.1	PSC67843.1
OG0005355	XP_005845022.1	PSC67658.1, PSC67659.1
OG0005358	XP_005846010.1	PSC71965.1
OG0005359	XP_005847254.1	PSC75496.1, PSC75497.1
OG0005360	XP_005847311.1	PSC70952.1, PSC76564.1
OG0005361	XP_005847268.1	PSC70907.1
OG0005363	XP_005847240.1	PSC75327.1
OG0005364	XP_005847459.1	PSC69852.1
OG0005365	XP_005847234.1	PSC75618.1
OG0005366	XP_005847430.1	PSC70901.1
OG0005368	XP_005851541.1	PSC71551.1
OG0005369	XP_005848306.1	PSC70483.1
OG0005370	XP_005849423.1, XP_005848472.1	PSC70441.1
OG0005371	XP_005848284.1	PSC70428.1
OG0005372	XP_005848413.1	PSC73427.1
OG0005373	XP_005848529.1	PSC70918.1
OG0005374	XP_005848248.1	PSC70345.1
OG0005376	XP_005844244.1	PSC67743.1
OG0005378	XP_005845073.1	PSC73833.1, PSC73834.1
OG0005379	XP_005845040.1	PSC68185.1, PSC68186.1
OG0005380	XP_005845656.1, XP_005851915.1	PSC74227.1
OG0005381	XP_005846687.1	PSC68955.1
OG0005383	XP_005844373.1	PSC73886.1
OG0005384	XP_005846643.1	PSC72382.1, PSC72472.1
OG0005385	XP_005843192.1	PSC73588.1
OG0005386	XP_005848275.1	PSC67772.1
OG0005387	XP_005851924.1, XP_005845926.1	PSC69112.1
OG0005388	XP_005848655.1	PSC75965.1, PSC75964.1
OG0005389	XP_005848919.1	PSC77065.1
OG0005390	XP_005848656.1	PSC75291.1
OG0005391	XP_005848961.1	PSC75977.1
OG0005393	XP_005845502.1	PSC75270.1, PSC75269.1
OG0005396	XP_005848806.1, XP_005848805.1	PSC73607.1
OG0005397	XP_005850730.1	PSC69047.1
OG0005398	XP_005850904.1	PSC71464.1
OG0005399	XP_005851041.1	PSC69081.1, PSC69080.1
OG0005400	XP_005845368.1	PSC73579.1
OG0005401	XP_005850955.1	PSC72647.1
OG0005403	XP_005851959.1	PSC68544.1
OG0005404	XP_005850060.1	PSC72575.1
OG0005405	XP_005850152.1	PSC68105.1
OG0005406	XP_005850378.1	PSC71558.1, PSC71552.1
OG0005407	XP_005850267.1	PSC72391.1, PSC71515.1
OG0005408	XP_005850428.1	PSC69777.1
OG0005409	XP_005850026.1	PSC72400.1
OG0005410	XP_005850007.1	PSC72512.1
OG0005411	XP_005850025.1	PSC76118.1, PSC76117.1
OG0005412	XP_005848613.1	PSC72397.1
OG0005414	XP_005850039.1	PSC72571.1, PSC72570.1
OG0005415	XP_005850335.1	PSC72507.1, PSC72506.1
OG0005416	XP_005847040.1	PSC72314.1, PSC76935.1
OG0005417	XP_005846903.1	PSC72159.1, PSC72158.1
OG0005418	XP_005847904.1	PSC70665.1
OG0005420	XP_005847086.1	PSC72216.1
OG0005421	XP_005847089.1	PSC72342.1, PSC72343.1
OG0005422	XP_005847007.1, XP_005842686.1	PSC71101.1
OG0005423	XP_005847931.1, XP_005847932.1	PSC69516.1
OG0005424	XP_005848076.1	PSC69518.1, PSC69517.1
OG0005425	XP_005847022.1	PSC72224.1, PSC72223.1
OG0005428	XP_005842577.1	PSC73016.1
OG0005429	XP_005848601.1	PSC73557.1, PSC73808.1
OG0005431	XP_005845747.1	PSC75109.1
OG0005432	XP_005849134.1, XP_005849133.1	PSC73087.1
OG0005433	XP_005847715.1	PSC73587.1, PSC73586.1
OG0005434	XP_005849353.1	PSC73062.1, PSC73063.1
OG0005435	XP_005849427.1	PSC69143.1
OG0005436	XP_005851550.1	PSC73552.1
OG0005437	XP_005843295.1	PSC71787.1
OG0005438	XP_005849734.1	PSC76984.1
OG0005439	XP_005851479.1, XP_005847637.1	PSC68903.1
OG0005440	XP_005848119.1	PSC68880.1, PSC68882.1, PSC68883.1
OG0005441	XP_005851497.1	PSC67055.1, PSC68817.1
OG0005443	XP_005851628.1	PSC68262.1, PSC76787.1
OG0005444	XP_005851430.1	PSC75878.1
OG0005445	XP_005851113.1	PSC75491.1
OG0005446	XP_005851080.1, XP_005844561.1	PSC68614.1
OG0005448	XP_005849848.1	PSC75323.1, PSC75322.1
OG0005450	XP_005849748.1	PSC75417.1, PSC75418.1
OG0005451	XP_005849943.1	PSC73355.1
OG0005452	XP_005849746.1	PSC67157.1
OG0005454	XP_005846517.1	PSC69688.1
OG0005455	XP_005845329.1	PSC76722.1, PSC76721.1
OG0005456	XP_005845347.1	PSC76665.1, PSC76666.1
OG0005457	XP_005845271.1	PSC76109.1, PSC76110.1
OG0005459	XP_005852208.1	PSC68915.1
OG0005460	XP_005851709.1	PSC68429.1
OG0005461	XP_005851676.1	PSC75104.1
OG0005464	XP_005851965.1	PSC68531.1
OG0005465	XP_005852278.1	PSC68547.1
OG0005466	XP_005851979.1, XP_005851978.1	PSC75883.1
OG0005467	XP_005852067.1	PSC68171.1, PSC68172.1
OG0005468	XP_005852206.1	PSC67550.1, PSC67551.1
OG0005469	XP_005852028.1	PSC67148.1, PSC68717.1
OG0005470	XP_005848790.1	PSC68425.1, PSC70823.1
OG0005471	XP_005851914.1	PSC74209.1
OG0005472	XP_005852290.1	PSC68513.1
OG0005473	XP_005851770.1	PSC75100.1, PSC75101.1
OG0005474	XP_005851697.1	PSC67150.1, PSC68661.1
OG0005475	XP_005851859.1	PSC67321.1, PSC67320.1, PSC67322.1
OG0005476	XP_005844376.1	PSC73501.1, PSC73500.1
OG0005478	XP_005844186.1	PSC73365.1, PSC73366.1
OG0005479	XP_005844452.1	PSC73395.1
OG0005480	XP_005846822.1	PSC68922.1
OG0005482	XP_005843139.1	PSC74012.1
OG0005483	XP_005851679.1	PSC74263.1, PSC75666.1
OG0005484	XP_005843502.1	PSC74764.1
OG0005485	XP_005844440.1	PSC75746.1
OG0005486	XP_005845540.1	PSC74155.1, PSC74154.1
OG0005487	XP_005843511.1	PSC75071.1, PSC75072.1
OG0005488	XP_005845521.1	PSC74061.1
OG0005489	XP_005842844.1	PSC74783.1, PSC74782.1
OG0005490	XP_005851433.1, XP_005843107.1	PSC74790.1
OG0005491	XP_005843503.1	PSC74051.1
OG0005492	XP_005845684.1	PSC74265.1
OG0005494	XP_005845597.1	PSC74078.1, PSC74079.1
OG0005495	XP_005844271.1	PSC73542.1, PSC73543.1
OG0005496	XP_005842573.1, XP_005851032.1	PSC74005.1
OG0005500	XP_005852317.1, XP_005852320.1, XP_005842891.1	PSC71453.1
OG0005501	XP_005842987.1, XP_005844404.1	PSC70647.1, PSC73494.1
OG0005502	XP_005843534.1, XP_005847476.1	PSC68235.1
OG0005505	XP_005851371.1, XP_005844370.1, XP_005844372.1	PSC73765.1, PSC76325.1
OG0005508	XP_005852128.1, XP_005848642.1, XP_005848847.1, XP_005845423.1	PSC76449.1
OG0005509	XP_005848873.1, XP_005845733.1, XP_005848677.1	PSC75409.1
OG0005510	XP_005846138.1, XP_005846136.1	PSC73046.1
OG0005511	XP_005846392.1, XP_005846391.1	PSC69608.1, PSC67015.1
OG0005512	XP_005850095.1, XP_005850094.1, XP_005847341.1	PSC69846.1
OG0005515	XP_005849003.1, XP_005851272.1	PSC73926.1
OG0005516	XP_005851008.1, XP_005851007.1	PSC69252.1, PSC69253.1
OG0005517	XP_005851247.1	PSC73658.1, PSC73657.1, PSC73659.1
OG0005535	XP_005845214.1	PSC68630.1
OG0005538	XP_005846564.1	PSC76904.1
OG0005541	XP_005845922.1	PSC70053.1
OG0005546	XP_005845919.1	PSC70021.1
OG0005553	XP_005845724.1	PSC74919.1
OG0005555	XP_005845805.1	PSC70019.1
OG0005560	XP_005843110.1	PSC74696.1
OG0005561	XP_005843352.1	PSC72990.1
OG0005562	XP_005843355.1	PSC73012.1
OG0005566	XP_005844016.1	PSC68242.1
OG0005577	XP_005844498.1	PSC69990.1
OG0005580	XP_005844609.1	PSC67984.1
OG0005582	XP_005844608.1	PSC67983.1
OG0005585	XP_005844527.1	PSC70060.1
OG0005591	XP_005844832.1	PSC69204.1
OG0005593	XP_005844830.1	PSC69264.1
OG0005596	XP_005848373.1	PSC70841.1
OG0005600	XP_005844863.1	PSC68654.1
OG0005602	XP_005844395.1	PSC75263.1
OG0005604	XP_005843810.1	PSC72354.1
OG0005605	XP_005849966.1	PSC67946.1
OG0005612	XP_005846735.1	PSC71307.1
OG0005615	XP_005849902.1	PSC76476.1
OG0005618	XP_005849891.1	PSC76777.1
OG0005624	XP_005849690.1	PSC75860.1
OG0005627	XP_005849858.1	PSC75881.1
OG0005628	XP_005849876.1	PSC76324.1
OG0005630	XP_005844205.1	PSC70623.1
OG0005635	XP_005849868.1	PSC67956.1
OG0005636	XP_005847631.1	PSC73497.1
OG0005637	XP_005847033.1	PSC72127.1
OG0005639	XP_005844046.1	PSC67992.1
OG0005640	XP_005849813.1	PSC68002.1
OG0005643	XP_005843807.1	PSC68000.1
OG0005644	XP_005849015.1	PSC69781.1
OG0005645	XP_005848793.1	PSC69815.1
OG0005647	XP_005848785.1	PSC69770.1
OG0005650	XP_005848973.1	PSC75713.1
OG0005651	XP_005843676.1	PSC71181.1
OG0005653	XP_005848920.1	PSC76158.1
OG0005654	XP_005846347.1	PSC69677.1
OG0005656	XP_005846911.1	PSC72086.1
OG0005662	XP_005848907.1	PSC76227.1
OG0005663	XP_005846792.1	PSC70587.1, PSC70588.1
OG0005664	XP_005848881.1	PSC75405.1
OG0005665	XP_005846594.1	PSC71345.1
OG0005667	XP_005848915.1	PSC76243.1
OG0005669	XP_005848648.1	PSC75708.1
OG0005670	XP_005848840.1	PSC75637.1
OG0005674	XP_005848809.1	PSC73818.1
OG0005678	XP_005848804.1	PSC73624.1
OG0005680	XP_005850866.1	PSC71507.1
OG0005681	XP_005850918.1	PSC71627.1
OG0005682	XP_005847004.1	PSC71162.1
OG0005684	XP_005845699.1	PSC74116.1
OG0005690	XP_005850525.1	PSC72861.1
OG0005693	XP_005850816.1	PSC72848.1
OG0005701	XP_005843887.1	PSC74700.1
OG0005708	XP_005849378.1	PSC70500.1
OG0005709	XP_005843890.1	PSC74444.1
OG0005710	XP_005843161.1	PSC68530.1
OG0005711	XP_005846288.1	PSC69310.1
OG0005714	XP_005848105.1	PSC69560.1
OG0005717	XP_005845879.1	PSC74811.1
OG0005719	XP_005847961.1	PSC69524.1
OG0005720	XP_005848188.1	PSC76690.1
OG0005725	XP_005850448.1	PSC69767.1
OG0005726	XP_005850079.1	PSC72461.1
OG0005735	XP_005847402.1	PSC75408.1
OG0005736	XP_005850371.1	PSC71626.1
OG0005738	XP_005850395.1	PSC71666.1
OG0005739	XP_005850057.1	PSC72554.1
OG0005742	XP_005846841.1	PSC72254.1
OG0005747	XP_005847118.1	PSC72339.1
OG0005749	XP_005850656.1	PSC72636.1
OG0005750	XP_005846684.1	PSC68926.1
OG0005751	XP_005846824.1	PSC68931.1
OG0005753	XP_005845043.1	PSC68193.1
OG0005754	XP_005846087.1	PSC67626.1
OG0005755	XP_005846094.1	PSC71871.1
OG0005760	XP_005846029.1	PSC71976.1
OG0005764	XP_005846140.1	PSC71852.1
OG0005766	XP_005852071.1	PSC75164.1
OG0005773	XP_005843248.1	PSC69283.1
OG0005774	XP_005844915.1	PSC67259.1
OG0005779	XP_005843568.1	PSC70589.1
OG0005781	XP_005847374.1	PSC75506.1
OG0005783	XP_005850433.1	PSC69743.1
OG0005794	XP_005844234.1	PSC70160.1
OG0005796	XP_005850464.1	PSC69749.1
OG0005799	XP_005850663.1	PSC71634.1
OG0005800	XP_005847790.1	PSC69121.1
OG0005801	XP_005850957.1	PSC72917.1
OG0005802	XP_005852254.1	PSC74329.1
OG0005804	XP_005850686.1	PSC72662.1
OG0005809	XP_005850696.1	PSC72628.1
OG0005813	XP_005850211.1	PSC75670.1
OG0005814	XP_005850899.1	PSC71603.1
OG0005815	XP_005850902.1	PSC71571.1
OG0005821	XP_005851044.1	PSC68999.1
OG0005822	XP_005849121.1	PSC73077.1
OG0005826	XP_005845855.1	PSC74996.1
OG0005831	XP_005851681.1	PSC74871.1
OG0005833	XP_005851668.1	PSC75197.1
OG0005834	XP_005852083.1	PSC74969.1
OG0005846	XP_005851771.1	PSC74946.1
OG0005847	XP_005851783.1	PSC74886.1
OG0005852	XP_005852062.1	PSC68170.1
OG0005854	XP_005851808.1	PSC75053.1
OG0005864	XP_005851661.1	PSC67348.1
OG0005866	XP_005851981.1	PSC67337.1
OG0005869	XP_005852175.1	PSC69409.1
OG0005871	XP_005850678.1	PSC72598.1
OG0005873	XP_005851919.1	PSC74080.1
OG0005876	XP_005852077.1	PSC74939.1
OG0005878	XP_005844406.1	PSC70615.1
OG0005880	XP_005843507.1	PSC75146.1
OG0005893	XP_005849141.1	PSC73144.1
OG0005898	XP_005849277.1	PSC76105.1
OG0005899	XP_005849279.1	PSC76217.1
OG0005905	XP_005850647.1	PSC74436.1
OG0005907	XP_005849406.1	PSC73098.1
OG0005908	XP_005849383.1	PSC73175.1
OG0005913	XP_005849199.1	PSC69090.1
OG0005917	XP_005849364.1	PSC73169.1
OG0005919	XP_005851561.1	PSC76864.1
OG0005920	XP_005848699.1	PSC69127.1
OG0005921	XP_005850056.1	PSC76343.1
OG0005922	XP_005849213.1	PSC69098.1
OG0005923	XP_005843926.1	PSC67693.1
OG0005925	XP_005843927.1	PSC68761.1
OG0005930	XP_005844411.1	PSC67293.1
OG0005939	XP_005852149.1	PSC74836.1
OG0005941	XP_005848860.1	PSC75862.1
OG0005945	XP_005848308.1	PSC70509.1
OG0005950	XP_005848541.1	PSC68076.1
OG0005952	XP_005848401.1	PSC67542.1
OG0005953	XP_005848206.1	PSC67543.1
OG0005954	XP_005848204.1	PSC67541.1
OG0005957	XP_005848498.1	PSC70394.1
OG0005958	XP_005848513.1	PSC70306.1
OG0005961	XP_005848318.1	PSC70410.1
OG0005962	XP_005848330.1	PSC70449.1
OG0005964	XP_005848522.1	PSC70332.1
OG0005973	XP_005848548.1	PSC67797.1
OG0005976	XP_005844762.1	PSC71830.1
OG0005977	XP_005844817.1	PSC71757.1
OG0005978	XP_005844767.1	PSC71845.1
OG0005980	XP_005843799.1	PSC75815.1
OG0005981	XP_005843794.1	PSC75512.1
OG0005990	XP_005849753.1	PSC71997.1
OG0005991	XP_005849493.1	PSC75624.1
OG0005993	XP_005849456.1	PSC76081.1
OG0005998	XP_005849486.1	PSC71854.1
OG0005999	XP_005849755.1	PSC71920.1
OG0006003	XP_005849534.1	PSC76868.1
OG0006010	XP_005849715.1	PSC68183.1
OG0006011	XP_005849713.1	PSC68228.1
OG0006013	XP_005847044.1	PSC72087.1
OG0006016	XP_005848576.1	PSC68059.1
OG0006023	XP_005847287.1	PSC70991.1
OG0006024	XP_005844073.1	PSC76881.1
OG0006032	XP_005847429.1	PSC70943.1
OG0006035	XP_005847513.1	PSC69897.1
OG0006036	XP_005847489.1	PSC69961.1
OG0006038	XP_005847292.1	PSC69929.1
OG0006043	XP_005847462.1	PSC69954.1
OG0006050	XP_005847358.1	PSC69923.1
OG0006055	XP_005847415.1	PSC70859.1
OG0006056	XP_005847237.1	PSC75309.1
OG0006057	XP_005843844.1	PSC68747.1
OG0006058	XP_005843935.1	PSC68775.1
OG0006059	XP_005843901.1	PSC67503.1
OG0006061	XP_005843925.1	PSC67691.1
OG0006062	XP_005843922.1	PSC67720.1
OG0006074	XP_005851400.1	PSC75827.1
OG0006076	XP_005851363.1	PSC75485.1
OG0006081	XP_005851065.1	PSC75669.1
OG0006084	XP_005851442.1	PSC75368.1
OG0006085	XP_005851154.1	PSC75837.1
OG0006086	XP_005851153.1	PSC75330.1
OG0006087	XP_005851451.1	PSC68855.1
OG0006088	XP_005851170.1	PSC67355.1
OG0006089	XP_005851465.1	PSC68852.1
OG0006090	XP_005851206.1	PSC75220.1
OG0006091	XP_005844423.1	PSC73269.1
OG0006093	XP_005851193.1	PSC68869.1
OG0006094	XP_005851212.1	PSC68267.1
OG0006097	XP_005849425.1	PSC69163.1, PSC69162.1
OG0006099	XP_005851222.1	PSC68295.1
OG0006102	XP_005851531.1	PSC73571.1
OG0006103	XP_005851240.1	PSC73795.1
OG0006108	XP_005851267.1	PSC73594.1
OG0006111	XP_005851280.1	PSC73695.1
OG0006121	XP_005851540.1	PSC73626.1
OG0006124	XP_005846590.1	PSC75533.1
OG0006132	XP_005850874.1	PSC71473.1
OG0006134	XP_005843593.1	PSC74358.1
OG0006138	XP_005846704.1	PSC76115.1
OG0006141	XP_005849204.1	PSC74961.1
OG0006146	XP_005846793.1	PSC72427.1
OG0006149	XP_005846651.1	PSC72445.1
OG0006157	XP_005850239.1	PSC72550.1
OG0006158	XP_005847021.1	PSC72333.1
OG0006160	XP_005849990.1	PSC72548.1
OG0006168	XP_005850292.1	PSC72498.1
OG0006176	XP_005846552.1	PSC71237.1
OG0006184	XP_005846493.1	PSC68376.1
OG0006186	XP_005846498.1	PSC68378.1
OG0006190	XP_005846313.1	PSC68338.1
OG0006191	XP_005848176.1	PSC74898.1
OG0006192	XP_005846284.1	PSC71323.1
OG0006197	XP_005846434.1	PSC71406.1
OG0006203	XP_005846419.1	PSC71346.1
OG0006204	XP_005845453.1	PSC76342.1
OG0006206	XP_005851092.1	PSC69814.1
OG0006209	XP_005845346.1	PSC76481.1
OG0006211	XP_005845486.1	PSC76675.1
OG0006213	XP_005845355.1	PSC76170.1
OG0006214	XP_005842824.1	PSC71023.1
OG0006215	XP_005845366.1	PSC71037.1
OG0006218	XP_005845407.1	PSC76292.1
OG0006219	XP_005845412.1	PSC76752.1
OG0006221	XP_005845417.1	PSC76121.1
OG0006225	XP_005845250.1	PSC73035.1
OG0006233	XP_005844325.1	PSC70513.1
OG0006237	XP_005843513.1	PSC74924.1
OG0006240	XP_005844181.1	PSC73502.1
OG0006241	XP_005844255.1	PSC73371.1
OG0006242	XP_005844170.1	PSC73517.1
OG0006244	XP_005845178.1	PSC73724.1
OG0006247	XP_005850436.1	PSC69768.1
OG0006248	XP_005848099.1	PSC69550.1
OG0006249	XP_005845658.1	PSC74131.1
OG0006250	XP_005845709.1	PSC74202.1
OG0006253	XP_005846591.1	PSC75537.1
OG0006254	XP_005845082.1	PSC73597.1
OG0006256	XP_005845585.1	PSC74187.1
OG0006257	XP_005845686.1	PSC73976.1
OG0006258	XP_005845690.1	PSC74241.1
OG0006259	XP_005845517.1	PSC73994.1
OG0006262	XP_005845711.1	PSC74232.1
OG0006264	XP_005845578.1	PSC74068.1
OG0006266	XP_005843191.1	PSC68031.1
OG0006267	XP_005849101.1	PSC74726.1
OG0006268	XP_005848899.1	PSC75255.1
OG0006270	XP_005843208.1	PSC67141.1
OG0006273	XP_005843165.1	PSC68406.1
OG0006274	XP_005844814.1	PSC71692.1
OG0006276	XP_005844786.1	PSC71718.1
OG0006277	XP_005844799.1	PSC71818.1
OG0006280	XP_005844050.1	PSC70810.1
OG0006284	XP_005843332.1	PSC77015.1
OG0006287	XP_005843375.1	PSC76918.1
OG0006289	XP_005842928.1	PSC70695.1
OG0006290	XP_005852036.1	PSC73162.1
OG0006291	XP_005842923.1	PSC70720.1
OG0006292	XP_005842954.1	PSC70747.1
OG0006293	XP_005842925.1	PSC70758.1
OG0006294	XP_005844075.1	PSC76298.1
OG0006295	XP_005844078.1	PSC76558.1
OG0006296	XP_005848646.1	PSC75523.1
OG0006298	XP_005844723.1	PSC71763.1
OG0006299	XP_005848061.1	PSC70657.1
OG0006309	XP_005849641.1	PSC74347.1
OG0006316	XP_005847817.1	PSC74941.1
OG0006321	XP_005848287.1	PSC70444.1
OG0006322	XP_005846295.1	PSC68400.1
OG0006324	XP_005848295.1	PSC70427.1
OG0006328	XP_005847155.1	PSC71169.1
OG0006329	XP_005845687.1	PSC76631.1
OG0006333	XP_005847179.1	PSC71098.1
OG0006334	XP_005847100.1	PSC72116.1
OG0006336	XP_005842963.1	PSC74197.1
OG0006338	XP_005847005.1	PSC71145.1
OG0006339	XP_005847208.1	PSC71202.1
OG0006340	XP_005843217.1	PSC70701.1
OG0006346	XP_005848075.1	PSC69476.1
OG0006348	XP_005847970.1	PSC69474.1
OG0006351	XP_005847875.1	PSC70805.1
OG0006352	XP_005848245.1	PSC70466.1
OG0006354	XP_005847750.1	PSC74564.1
OG0006359	XP_005847803.1	PSC75125.1
OG0006361	XP_005845927.1	PSC70104.1
OG0006362	XP_005847752.1	PSC74468.1
OG0006363	XP_005847670.1	PSC70233.1
OG0006364	XP_005847673.1	PSC70263.1
OG0006368	XP_005847689.1	PSC70203.1
OG0006370	XP_005843120.1	PSC74754.1
OG0006375	XP_005843678.1	PSC74720.1
OG0006377	XP_005843731.1	PSC74639.1
OG0006382	XP_005851321.1	PSC71872.1
OG0006384	XP_005850468.1	PSC75306.1
OG0006385	XP_005850203.1	PSC69757.1
OG0006386	XP_005850205.1	PSC69723.1
OG0006387	XP_005850207.1	PSC69782.1, PSC69819.1
OG0006388	XP_005850210.1	PSC75575.1
OG0006392	XP_005843162.1	PSC67183.1
OG0006393	XP_005850796.1	PSC72702.1
OG0006394	XP_005850776.1	PSC72750.1
OG0006395	XP_005850499.1	PSC72685.1
OG0006396	XP_005850781.1	PSC72873.1
OG0006397	XP_005850480.1	PSC72832.1
OG0006398	XP_005846396.1	PSC73341.1
OG0006399	XP_005850503.1	PSC72881.1
OG0006401	XP_005850481.1	PSC72859.1
OG0006403	XP_005844950.1	PSC67906.1
OG0006404	XP_005842951.1	PSC70734.1
OG0006405	XP_005844134.1	PSC70813.1
