Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_variabilis_genome_proteins
OG0005902	KAI3433587.1	XP_005850647.1
OG0005904	KAI3434658.1	XP_005849406.1
OG0005905	KAI3434692.1	XP_005849383.1
OG0005906	KAI3434714.1	XP_005849178.1
OG0005909	KAI3434670.1	XP_005849198.1
OG0005910	KAI3434668.1	XP_005849199.1
OG0005912	KAI3434756.1	XP_005849354.1
OG0005913	KAI3432217.1	XP_005844253.1
OG0005914	KAI3434738.1	XP_005849364.1
OG0005915	KAI3434749.1	XP_005849358.1
OG0005916	KAI3433474.1	XP_005851561.1
OG0005917	KAI3427059.1	XP_005848699.1
OG0005919	KAI3434628.1	XP_005849213.1
OG0005921	KAI3434517.1	XP_005843850.1
OG0005923	KAI3429789.1	XP_005851922.1
OG0005926	KAI3430679.1	XP_005844041.1
OG0005932	KAI3429647.1	XP_005852196.1
OG0005935	KAI3429709.1	XP_005851888.1
OG0005936	KAI3429561.1	XP_005852149.1
OG0005939	KAI3430692.1	XP_005844052.1
OG0005941	KAI3434519.1	XP_005843894.1
OG0005942	KAI3426329.1	XP_005848308.1
OG0005943	KAI3434518.1	XP_005843957.1
OG0005946	KAI3425322.1	XP_005845846.1
OG0005947	KAI3426417.1	XP_005848541.1
OG0005949	KAI3426112.1	XP_005848401.1
OG0005950	KAI3426118.1	XP_005848206.1
OG0005953	KAI3426107.1	XP_005848391.1
OG0005954	KAI3426328.1	XP_005848498.1
OG0005955	KAI3426358.1	XP_005848513.1
OG0005956	KAI3426348.1	XP_005848509.1
OG0005958	KAI3426344.1	XP_005848318.1
OG0005959	KAI3426372.1	XP_005848330.1
OG0005960	KAI3426374.1	XP_005848332.1
OG0005962	KAI3426388.1	XP_005848527.1
OG0005968	KAI3426185.1	XP_005848235.1
OG0005970	KAI3426434.1	XP_005848548.1
OG0005972	KAI3430986.1	XP_005842949.1
OG0005973	KAI3430788.1	XP_005844762.1
OG0005975	KAI3430797.1	XP_005844767.1
OG0005976	KAI3439093.1, KAI3439094.1	XP_005843434.1
OG0005977	KAI3439052.1	XP_005843799.1
OG0005978	KAI3439040.1	XP_005843794.1
OG0005979	KAI3423876.1	XP_005846724.1
OG0005983	KAI3438524.1	XP_005849510.1
OG0005986	KAI3438453.1	XP_005849479.1
OG0005987	KAI3438469.1	XP_005849753.1
OG0005988	KAI3438495.1	XP_005849493.1
OG0005990	KAI3438408.1	XP_005849456.1
OG0005992	KAI3438486.1	XP_005849488.1
OG0005993	KAI3438493.1	XP_005849761.1
OG0005994	KAI3434759.1	XP_005849352.1
OG0005998	KAI3438581.1	XP_005849538.1
OG0006000	KAI3438576.1	XP_005849534.1
OG0006001	KAI3438436.1	XP_005849740.1
OG0006003	KAI3438386.1	XP_005849443.1
OG0006004	KAI3438542.1	XP_005849783.1
OG0006005	KAI3438291.1	XP_005846856.1
OG0006007	KAI3438381.1	XP_005849715.1
OG0006009	KAI3438529.1	XP_005849514.1
OG0006010	KAI3438262.1	XP_005847044.1
OG0006013	KAI3426486.1	XP_005848576.1
OG0006016	KAI3428630.1	XP_005847425.1
OG0006020	KAI3428608.1	XP_005847287.1
OG0006025	KAI3428508.1	XP_005847485.1
OG0006027	KAI3428453.1	XP_005847511.1
OG0006028	KAI3423894.1	XP_005842783.1
OG0006029	KAI3428577.1	XP_005847429.1
OG0006030	KAI3428436.1	XP_005847521.1
OG0006031	KAI3428533.1	XP_005847475.1
OG0006033	KAI3428496.1	XP_005847489.1
OG0006034	KAI3428612.1	XP_005847445.1
OG0006035	KAI3428569.1	XP_005847292.1
OG0006036	KAI3434609.1	XP_005849219.1
OG0006038	KAI3431419.1	XP_005846161.1
OG0006047	KAI3428406.1	XP_005847358.1
OG0006051	KAI3423892.1	XP_005846575.1
OG0006052	KAI3428657.1	XP_005847415.1
OG0006053	KAI3428723.1	XP_005847237.1
OG0006056	KAI3434477.1	XP_005843901.1
OG0006058	KAI3434571.1	XP_005843925.1
OG0006059	KAI3434509.1	XP_005843922.1
OG0006062	KAI3433955.1	XP_005851382.1
OG0006064	KAI3433922.1	XP_005851368.1
OG0006065	KAI3425262.1	XP_005845761.1
OG0006067	KAI3433781.1	XP_005851420.1
OG0006069	KAI3433833.1, KAI3433834.1	XP_005851105.1
OG0006071	KAI3433837.1	XP_005851400.1
OG0006073	KAI3433907.1	XP_005851363.1
OG0006074	KAI3433810.1	XP_005851410.1
OG0006076	KAI3433905.1	XP_005851067.1
OG0006077	KAI3433897.1	XP_005851063.1
OG0006078	KAI3433901.1	XP_005851065.1
OG0006079	KAI3433885.1	XP_005851089.1
OG0006080	KAI3438336.1	XP_005847016.1
OG0006084	KAI3433693.1	XP_005851451.1
OG0006085	KAI3433685.1	XP_005851170.1
OG0006086	KAI3433663.1	XP_005851465.1
OG0006087	KAI3433608.1	XP_005851206.1
OG0006088	KAI3432832.1	XP_005844423.1
OG0006089	KAI3433610.1	XP_005851205.1
OG0006090	KAI3433636.1	XP_005851193.1
OG0006091	KAI3433594.1	XP_005851212.1
OG0006095	KAI3433577.1	XP_005851509.1
OG0006099	KAI3433538.1	XP_005851531.1
OG0006102	KAI3433333.1	XP_005851624.1
OG0006104	KAI3433317.1	XP_005851326.1
OG0006105	KAI3433473.1	XP_005851267.1
OG0006106	KAI3433478.1	XP_005851559.1
OG0006108	KAI3433443.1	XP_005851280.1
OG0006112	KAI3428354.1	XP_005850438.1
OG0006114	KAI3433371.1	XP_005851308.1
OG0006116	KAI3433550.1	XP_005851527.1
OG0006117	KAI3433699.1	XP_005851447.1
OG0006119	KAI3433476.1	XP_005842543.1
OG0006120	KAI3423880.1	XP_005846589.1
OG0006121	KAI3423883.1	XP_005846590.1
OG0006124	KAI3428289.1	XP_005850405.1
OG0006125	KAI3423833.1	XP_005846603.1
OG0006126	KAI3423863.1	XP_005846732.1
OG0006127	KAI3423859.1	XP_005846736.1
OG0006129	KAI3436794.1	XP_005850874.1
OG0006131	KAI3432673.1	XP_005843593.1
OG0006132	KAI3423902.1	XP_005846566.1
OG0006134	KAI3433421.1	XP_005851584.1
OG0006135	KAI3423905.1	XP_005846704.1
OG0006139	KAI3434446.1	XP_005843905.1
OG0006140	KAI3434548.1	XP_005843942.1
OG0006144	KAI3424729.1	XP_005845148.1
OG0006146	KAI3425010.1	XP_005846651.1
OG0006147	KAI3425062.1	XP_005846778.1
OG0006151	KAI3432869.1	XP_005844424.1
OG0006154	KAI3427943.1	XP_005850239.1
OG0006155	KAI3438325.1	XP_005847021.1
OG0006156	KAI3427937.1	XP_005849978.1
OG0006157	KAI3427957.1	XP_005849990.1
OG0006159	KAI3427949.1	XP_005850241.1
OG0006161	KAI3428036.1	XP_005850029.1
OG0006163	KAI3427967.1	XP_005850248.1
OG0006164	KAI3427968.1	XP_005849996.1
OG0006165	KAI3428057.1	XP_005850292.1
OG0006166	KAI3427979.1	XP_005850251.1
OG0006169	KAI3435652.1	XP_005846381.1
OG0006173	KAI3435627.1	XP_005846552.1
OG0006177	KAI3435640.1	XP_005846388.1
OG0006178	KAI3435672.1, KAI3435673.1	XP_005846364.1
OG0006180	KAI3435716.1	XP_005846520.1
OG0006183	KAI3435780.1	XP_005846498.1
OG0006187	KAI3435800.1	XP_005846313.1
OG0006188	KAI3437612.1	XP_005848176.1
OG0006189	KAI3435860.1	XP_005846284.1
OG0006190	KAI3435886.1	XP_005846447.1
OG0006193	KAI3435906.1	XP_005846263.1
OG0006195	KAI3435922.1	XP_005846427.1
OG0006199	KAI3435825.1	XP_005846302.1
OG0006200	KAI3435941.1	XP_005846419.1
OG0006201	KAI3436157.1	XP_005845453.1
OG0006205	KAI3436004.1	XP_005842821.1
OG0006206	KAI3436097.1	XP_005845346.1
OG0006207	KAI3436102.1	XP_005845344.1
OG0006208	KAI3436089.1	XP_005845486.1
OG0006209	KAI3436088.1	XP_005845487.1
OG0006210	KAI3436081.1	XP_005845355.1
OG0006211	KAI3435998.1	XP_005842824.1
OG0006212	KAI3436056.1	XP_005845366.1
OG0006213	KAI3435980.1	XP_005846403.1
OG0006214	KAI3425883.1	XP_005847792.1
OG0006215	KAI3436236.1	XP_005845407.1
OG0006216	KAI3436223.1	XP_005845412.1
OG0006218	KAI3436214.1	XP_005845417.1
OG0006221	KAI3436299.1	XP_005845381.1
OG0006223	KAI3436287.1	XP_005845251.1
OG0006224	KAI3436288.1	XP_005845387.1
OG0006225	KAI3436324.1	XP_005842999.1
OG0006226	KAI3436331.1	XP_005843024.1
OG0006229	KAI3429900.1, KAI3439138.1	XP_005843005.1
OG0006230	KAI3432885.1	XP_005844325.1
OG0006233	KAI3432799.1	XP_005844399.1
OG0006234	KAI3432683.1	XP_005843513.1
OG0006236	KAI3432303.1	XP_005844191.1
OG0006237	KAI3432270.1	XP_005844181.1
OG0006238	KAI3432225.1	XP_005844255.1
OG0006239	KAI3432220.1	XP_005844170.1
OG0006241	KAI3424799.1	XP_005845178.1
OG0006244	KAI3428352.1	XP_005850436.1
OG0006246	KAI3424137.1	XP_005845658.1
OG0006247	KAI3424227.1	XP_005845709.1
OG0006249	KAI3438272.1	XP_005846865.1
OG0006250	KAI3423865.1	XP_005846591.1
OG0006251	KAI3424812.1	XP_005845082.1
OG0006253	KAI3424069.1	XP_005845585.1
OG0006254	KAI3424062.1	XP_005845686.1
OG0006255	KAI3424053.1	XP_005845690.1
OG0006257	KAI3424098.1, KAI3424089.1	XP_005845573.1
OG0006258	KAI3424083.1	XP_005845580.1
OG0006259	KAI3424233.1	XP_005845711.1
OG0006261	KAI3424084.1	XP_005845578.1
OG0006264	KAI3434849.1	XP_005849101.1
OG0006266	KAI3427321.1	XP_005843214.1
OG0006270	KAI3427430.1	XP_005843165.1
OG0006271	KAI3430888.1	XP_005844814.1
OG0006272	KAI3424754.1	XP_005845057.1
OG0006273	KAI3430833.1	XP_005844786.1
OG0006274	KAI3430859.1	XP_005844799.1
OG0006275	KAI3430851.1	XP_005844719.1
OG0006277	KAI3430689.1	XP_005844050.1
OG0006278	KAI3432426.1	XP_005844437.1
OG0006284	KAI3430511.1	XP_005843375.1
OG0006285	KAI3430546.1	XP_005844066.1
OG0006286	KAI3430725.1	XP_005842928.1
OG0006288	KAI3430998.1	XP_005842923.1
OG0006289	KAI3430997.1	XP_005842954.1
OG0006290	KAI3431001.1	XP_005842925.1
OG0006291	KAI3430563.1	XP_005844075.1
OG0006293	KAI3427168.1	XP_005848646.1
OG0006295	KAI3430857.1	XP_005844723.1
OG0006297	KAI3433561.1	XP_005843675.1
OG0006298	KAI3432562.1	XP_005843393.1
OG0006301	KAI3426324.1	XP_005848305.1
OG0006302	KAI3426334.1	XP_005848501.1
OG0006306	KAI3438788.1	XP_005849641.1
OG0006307	KAI3426209.1	XP_005846016.1
OG0006309	KAI3426086.1	XP_005844240.1
OG0006311	KAI3425914.1	XP_005847809.1
OG0006313	KAI3425935.1	XP_005847817.1
OG0006315	KAI3425986.1	XP_005847841.1
OG0006316	KAI3426068.1	XP_005844150.1
OG0006319	KAI3435836.1	XP_005846295.1
OG0006320	KAI3426301.1	XP_005848486.1
OG0006321	KAI3426321.1	XP_005848295.1
OG0006326	KAI3424060.1	XP_005845687.1
OG0006330	KAI3438005.1	XP_005847179.1
OG0006331	KAI3438139.1	XP_005847100.1
OG0006334	KAI3437923.1	XP_005848030.1
OG0006335	KAI3437945.1	XP_005847005.1
OG0006336	KAI3437949.1	XP_005847208.1
OG0006337	KAI3431865.1	XP_005843217.1
OG0006338	KAI3437871.1	XP_005848054.1
OG0006339	KAI3437892.1	XP_005847885.1
OG0006341	KAI3437940.1	XP_005847213.1
OG0006343	KAI3437830.1	XP_005848075.1
OG0006345	KAI3437711.1	XP_005847970.1
OG0006348	KAI3437908.1	XP_005847875.1
OG0006350	KAI3425811.1	XP_005847590.1
OG0006351	KAI3425800.1	XP_005847750.1
OG0006354	KAI3425789.1	XP_005847581.1
OG0006355	KAI3425901.1	XP_005847801.1
OG0006356	KAI3425906.1	XP_005847803.1
OG0006357	KAI3425826.1	XP_005847766.1
OG0006358	KAI3425141.1	XP_005845927.1
OG0006359	KAI3425804.1	XP_005847752.1
OG0006360	KAI3425969.1	XP_005847670.1
OG0006363	KAI3426019.1	XP_005847690.1
OG0006365	KAI3426014.1	XP_005847689.1
OG0006366	KAI3425959.1	XP_005847666.1
OG0006367	KAI3424474.1	XP_005843120.1
OG0006369	KAI3424476.1	XP_005843158.1
OG0006370	KAI3428409.1	XP_005847357.1
OG0006371	KAI3431257.1	XP_005846073.1
OG0006372	KAI3424306.1	XP_005843678.1
OG0006374	KAI3424322.1	XP_005843731.1
OG0006376	KAI3424757.1	XP_005845056.1
OG0006379	KAI3433331.1	XP_005851321.1
OG0006381	KAI3428810.1	XP_005850468.1
OG0006382	KAI3428820.1	XP_005850203.1
OG0006383	KAI3428827.1	XP_005850205.1
OG0006385	KAI3428809.1	XP_005850210.1
OG0006389	KAI3427437.1	XP_005843162.1
OG0006390	KAI3435552.1	XP_005850796.1
OG0006391	KAI3435556.1	XP_005850776.1
OG0006392	KAI3435545.1	XP_005850499.1
OG0006393	KAI3435569.1	XP_005850781.1
OG0006394	KAI3435567.1	XP_005850480.1
OG0006395	KAI3425718.1	XP_005846396.1
OG0006396	KAI3435542.1	XP_005850503.1
OG0006398	KAI3435568.1	XP_005850481.1
OG0006400	KAI3431722.1	XP_005844950.1
OG0006401	KAI3430990.1	XP_005842951.1
OG0006402	KAI3430705.1	XP_005844134.1
OG0006403	KAI3430991.1	XP_005842920.1
OG0006405	KAI3430678.1	XP_005844040.1
OG0006406	KAI3430722.1	XP_005842929.1
OG0006407	KAI3424342.1	XP_005843663.1
OG0006408	KAI3424291.1	XP_005843684.1
OG0006410	KAI3424282.1	XP_005843689.1
OG0006412	KAI3429429.1	XP_005851743.1
OG0006414	KAI3430213.1	XP_005844551.1
OG0006415	KAI3430215.1	XP_005844651.1
OG0006416	KAI3430370.1	XP_005844580.1
OG0006417	KAI3430372.1	XP_005844579.1
OG0006419	KAI3430364.1	XP_005844583.1
OG0006420	KAI3430284.1	XP_005844520.1
OG0006422	KAI3430349.1	XP_005844497.1
OG0006423	KAI3430381.1	XP_005844484.1
OG0006424	KAI3430217.1	XP_005844649.1
OG0006426	KAI3430311.1	XP_005844603.1
OG0006427	KAI3425772.1	XP_005847738.1
OG0006428	KAI3425773.1	XP_005847568.1
OG0006431	KAI3434394.1	XP_005842899.1
OG0006432	KAI3425770.1	XP_005847566.1
OG0006433	KAI3434538.1	XP_005843923.1
OG0006434	KAI3439074.1	XP_005843425.1
OG0006436	KAI3437627.1	XP_005848003.1
OG0006437	KAI3432741.1, KAI3437628.1	XP_005848166.1
OG0006438	KAI3424154.1	XP_005845575.1
OG0006439	KAI3437754.1	XP_005847953.1
OG0006440	KAI3437732.1	XP_005848121.1
OG0006442	KAI3437587.1	XP_005848189.1
OG0006443	KAI3437632.1	XP_005848001.1
OG0006444	KAI3437592.1	XP_005848182.1
OG0006445	KAI3437705.1, KAI3437706.1	XP_005847974.1
OG0006446	KAI3437622.1	XP_005848172.1
OG0006447	KAI3437699.1	XP_005848136.1
OG0006448	KAI3437704.1	XP_005848133.1
OG0006449	KAI3430818.1	XP_005844776.1
OG0006450	KAI3430842.1	XP_005844792.1
OG0006451	KAI3430790.1	XP_005844761.1
OG0006452	KAI3430775.1	XP_005844759.1
OG0006453	KAI3430750.1	XP_005844662.1
OG0006454	KAI3430849.1	XP_005844717.1
OG0006455	KAI3430793.1	XP_005844684.1
OG0006459	KAI3430976.1	XP_005842931.1
OG0006461	KAI3430845.1	XP_005844715.1
OG0006462	KAI3430752.1	XP_005844663.1
OG0006463	KAI3430900.1	XP_005842968.1
OG0006464	KAI3430749.1	XP_005844749.1
OG0006465	KAI3430856.1	XP_005850997.1, XP_005844798.1
OG0006466	KAI3430811.1	XP_005844772.1
OG0006467	KAI3430821.1	XP_005844703.1
OG0006468	KAI3430974.1	XP_005842932.1
OG0006470	KAI3423984.1	XP_005842592.1
OG0006472	KAI3423903.1	XP_005846565.1, XP_005844495.1
OG0006473	KAI3423816.1	XP_005846758.1
OG0006474	KAI3423852.1	XP_005846597.1
OG0006475	KAI3431861.1	XP_005847482.1
OG0006476	KAI3423929.1	XP_005842872.1
OG0006477	KAI3423871.1	XP_005846585.1
OG0006478	KAI3423872.1	XP_005846586.1
OG0006479	KAI3434852.1	XP_005849309.1
OG0006480	KAI3423844.1	XP_005846744.1
OG0006481	KAI3423953.1	XP_005843043.1
OG0006482	KAI3423908.1	XP_005846702.1
OG0006483	KAI3430437.1	XP_005843418.1
OG0006484	KAI3423960.1	XP_005843072.1
OG0006486	KAI3430419.1	XP_005844560.1
OG0006487	KAI3430532.1	XP_005843365.1
OG0006488	KAI3430413.1	XP_005844564.1
OG0006490	KAI3430588.1	XP_005843997.1
OG0006491	KAI3430543.1	XP_005843360.1
OG0006492	KAI3430399.1	XP_005844569.1
OG0006493	KAI3430448.1	XP_005843348.1
OG0006494	KAI3430558.1	XP_005844072.1
OG0006496	KAI3430456.1	XP_005843409.1
OG0006498	KAI3431718.1	XP_005844951.1
OG0006499	KAI3431743.1	XP_005844934.1
OG0006500	KAI3431755.1	XP_005844929.1
OG0006501	KAI3429413.1	XP_005851736.1
OG0006502	KAI3431670.1	XP_005844862.1
OG0006503	KAI3431736.1	XP_005844836.1
OG0006504	KAI3425767.1	XP_005847565.1
OG0006506	KAI3431709.1	XP_005844955.1
OG0006507	KAI3431781.1	XP_005843259.1
OG0006508	KAI3431757.1	XP_005844825.1
OG0006509	KAI3431673.1	XP_005844860.1
OG0006510	KAI3431800.1	XP_005843251.1
OG0006511	KAI3431708.1	XP_005844848.1
OG0006512	KAI3425253.1	XP_005845875.1
OG0006514	KAI3425372.1	XP_005845717.1
OG0006515	KAI3425270.1	XP_005845869.1
OG0006516	KAI3425331.1	XP_005845735.1
OG0006517	KAI3425285.1	XP_005845864.1
OG0006519	KAI3425162.1	XP_005845803.1
OG0006520	KAI3425254.1	XP_005845764.1
OG0006522	KAI3425319.1	XP_005845737.1
OG0006523	KAI3425217.1	XP_005845893.1
OG0006524	KAI3425333.1	XP_005845734.1
OG0006525	KAI3425234.1	XP_005845887.1
OG0006527	KAI3431767.1	XP_005850539.1
OG0006528	KAI3430696.1	XP_005844130.1
OG0006529	KAI3425310.1	XP_005845743.1
OG0006530	KAI3425212.1	XP_005845776.1
OG0006532	KAI3425185.1	XP_005845905.1
OG0006533	KAI3434960.1	XP_005849051.1
OG0006534	KAI3426080.1	XP_005844239.1
OG0006535	KAI3434893.1	XP_005849280.1
OG0006536	KAI3425975.1	XP_005847674.1
OG0006537	KAI3426493.1	XP_005848579.1
OG0006538	KAI3425982.1	XP_005847838.1
OG0006540	KAI3425979.1	XP_005847837.1
OG0006543	KAI3425949.1	XP_005847660.1
OG0006544	KAI3426052.1	XP_005844226.1
OG0006545	KAI3434984.1	XP_005849039.1
OG0006547	KAI3434882.1	XP_005849086.1
OG0006548	KAI3434874.1	XP_005849089.1
OG0006549	KAI3426097.1	XP_005844247.1
OG0006550	KAI3426101.1	XP_005844163.1
OG0006551	KAI3426095.1	XP_005844246.1
OG0006552	KAI3434872.1	XP_005849090.1
OG0006553	KAI3426006.1	XP_005847686.1
OG0006554	KAI3425999.1	XP_005847683.1
OG0006555	KAI3423801.1	XP_005851653.1
OG0006556	KAI3431455.1	XP_005846037.1
OG0006557	KAI3431468.1	XP_005846175.1
OG0006559	KAI3431560.1	XP_005844919.1
OG0006560	KAI3431324.1	XP_005845981.1
OG0006561	KAI3431493.1	XP_005846192.1
OG0006562	KAI3431476.1	XP_005846050.1
OG0006563	KAI3431530.1	XP_005846069.1
OG0006564	KAI3431585.1	XP_005844906.1
OG0006565	KAI3431621.1	XP_005844888.1
OG0006566	KAI3431357.1	XP_005846121.1, XP_005846122.1
OG0006567	KAI3431545.1	XP_005842711.1
OG0006568	KAI3423886.1	XP_005846581.1
OG0006569	KAI3431475.1	XP_005846179.1
OG0006570	KAI3431515.1	XP_005846202.1
OG0006571	KAI3431313.1	XP_005846104.1
OG0006572	KAI3431393.1	XP_005846012.1
OG0006573	KAI3431350.1	XP_005846117.1
OG0006574	KAI3431402.1	XP_005846146.1
OG0006575	KAI3431561.1	XP_005845017.1
OG0006576	KAI3431378.1	XP_005846007.1
OG0006577	KAI3431325.1	XP_005845982.1
OG0006578	KAI3431422.1	XP_005846158.1
OG0006579	KAI3428493.1	XP_005847326.1
OG0006580	KAI3428710.1	XP_005847389.1
OG0006581	KAI3428531.1	XP_005847305.1
OG0006583	KAI3428698.1	XP_005847393.1
OG0006584	KAI3428478.1	XP_005847331.1
OG0006585	KAI3428454.1	XP_005847510.1
OG0006586	KAI3428449.1	XP_005847340.1
OG0006587	KAI3428424.1	XP_005847350.1
OG0006588	KAI3428692.1	XP_005847252.1
OG0006589	KAI3428677.1	XP_005847258.1
OG0006590	KAI3428691.1	XP_005847396.1
OG0006591	KAI3424728.1	XP_005845147.1
OG0006592	KAI3428514.1	XP_005847481.1
OG0006593	KAI3428652.1	XP_005847269.1
OG0006594	KAI3428403.1	XP_005847361.1
OG0006595	KAI3428603.1	XP_005847438.1
OG0006596	KAI3428629.1	XP_005847275.1
OG0006597	KAI3428749.1	XP_005847229.1
OG0006599	KAI3428670.1	XP_005847408.1
OG0006600	KAI3428646.1	XP_005847273.1
OG0006603	KAI3426340.1	XP_005848315.1
OG0006605	KAI3426439.1	XP_005848358.1
OG0006606	KAI3426119.1	XP_005848404.1
OG0006607	KAI3426271.1	XP_005848274.1
OG0006608	KAI3426110.1	XP_005848393.1
OG0006609	KAI3426470.1	XP_005848566.1
OG0006610	KAI3426307.1	XP_005848302.1
OG0006611	KAI3426508.1	XP_005848387.1
OG0006612	KAI3426113.1	XP_005848203.1
OG0006613	KAI3426377.1	XP_005848523.1
OG0006614	KAI3426406.1	XP_005848533.1
OG0006615	KAI3424118.1	XP_005845556.1
OG0006616	KAI3431471.1	XP_005846046.1
OG0006617	KAI3426236.1	XP_005848459.1
OG0006618	KAI3426252.1	XP_005848265.1
OG0006619	KAI3426402.1	XP_005848347.1
OG0006620	KAI3426452.1	XP_005848557.1
OG0006621	KAI3426325.1	XP_005848496.1
OG0006623	KAI3426187.1	XP_005848427.1
OG0006624	KAI3426281.1	XP_005848477.1
OG0006625	KAI3426342.1	XP_005848317.1
OG0006627	KAI3424880.1	XP_005845104.1
OG0006628	KAI3424940.1	XP_005846835.1
OG0006629	KAI3425023.1	XP_005842542.1
OG0006630	KAI3425052.1	XP_005846637.1
OG0006631	KAI3425030.1	XP_005846645.1
OG0006633	KAI3424787.1	XP_005845173.1
OG0006635	KAI3424911.1	XP_005845232.1
OG0006636	KAI3425099.1	XP_005846621.1
OG0006637	KAI3430864.1	XP_005844802.1
OG0006638	KAI3429679.1	XP_005852210.1
OG0006640	KAI3424944.1	XP_005846695.1
OG0006641	KAI3424926.1	XP_005845122.1
OG0006642	KAI3424827.1	XP_005845192.1
OG0006643	KAI3424865.1	XP_005845207.1
OG0006644	KAI3424801.1	XP_005845179.1
OG0006645	KAI3424962.1	XP_005846686.1
OG0006646	KAI3425063.1	XP_005846635.1
OG0006647	KAI3428045.1	XP_005850035.1
OG0006648	KAI3424743.1	XP_005845156.1
OG0006649	KAI3424713.1	XP_005845139.1
OG0006650	KAI3424708.1	XP_005845032.1
OG0006651	KAI3424718.1	XP_005845142.1
OG0006652	KAI3424813.1	XP_005845083.1
OG0006653	KAI3425051.1	XP_005846638.1
OG0006655	KAI3424732.1	XP_005845149.1
OG0006656	KAI3424701.1	XP_005845027.1
OG0006657	KAI3424724.1	XP_005845145.1
OG0006659	KAI3424776.1	XP_005845166.1
OG0006660	KAI3425039.1	XP_005846787.1
OG0006661	KAI3424878.1	XP_005845103.1
OG0006662	KAI3424810.1	XP_005845183.1
OG0006663	KAI3425096.1	XP_005846764.1
OG0006666	KAI3424935.1	XP_005845241.1, XP_005844363.1
OG0006667	KAI3425047.1	XP_005846785.1
OG0006668	KAI3424844.1	XP_005845198.1
OG0006669	KAI3424802.1	XP_005845076.1
OG0006672	KAI3427070.1	XP_005848690.1
OG0006673	KAI3426913.1	XP_005848759.1
OG0006675	KAI3436137.1	XP_005845462.1
OG0006676	KAI3426953.1	XP_005848953.1
OG0006677	KAI3427085.1	XP_005848686.1
OG0006678	KAI3426882.1	XP_005848988.1
OG0006679	KAI3427158.1	XP_005848854.1
OG0006680	KAI3428200.1	XP_005843688.1, XP_005850360.1
OG0006682	KAI3427094.1	XP_005848891.1
OG0006684	KAI3426870.1	XP_005848783.1
OG0006685	KAI3427060.1	XP_005848908.1
OG0006686	KAI3427037.1	XP_005848708.1
OG0006687	KAI3427202.1, KAI3427201.1	XP_005848634.1
OG0006688	KAI3427244.1	XP_005848816.1
OG0006689	KAI3427137.1	XP_005848664.1
OG0006690	KAI3427046.1	XP_005848914.1
OG0006691	KAI3426919.1	XP_005848969.1
OG0006692	KAI3427084.1	XP_005848901.1
OG0006693	KAI3427209.1	XP_005848630.1
OG0006694	KAI3426905.1	XP_005848977.1
OG0006696	KAI3436682.1	XP_005850643.1
OG0006697	KAI3424082.1	XP_005845581.1
OG0006698	KAI3436593.1	XP_005850687.1
OG0006699	KAI3436605.1	XP_005850679.1
OG0006700	KAI3436776.1	XP_005850599.1
OG0006701	KAI3436676.1	XP_005850926.1
OG0006702	KAI3436579.1	XP_005850694.1
OG0006703	KAI3436520.1	XP_005851003.1
OG0006704	KAI3436472.1	XP_005850736.1
OG0006705	KAI3436549.1	XP_005850989.1
OG0006707	KAI3424178.1	XP_005845638.1
OG0006708	KAI3436526.1	XP_005850999.1
OG0006709	KAI3436492.1	XP_005850731.1
OG0006710	KAI3436668.1	XP_005850928.1
OG0006711	KAI3436653.1	XP_005850655.1
OG0006712	KAI3436867.1	XP_005850846.1
OG0006713	KAI3436826.1	XP_005850863.1
OG0006715	KAI3436783.1	XP_005850596.1
OG0006716	KAI3436625.1	XP_005850671.1
OG0006717	KAI3436695.1	XP_005850919.1
OG0006718	KAI3436735.1	XP_005850617.1
OG0006719	KAI3436677.1	XP_005850648.1
OG0006720	KAI3436639.1	XP_005850947.1
OG0006721	KAI3436411.1	XP_005851046.1, XP_005851045.1
OG0006722	KAI3430579.1	XP_005843994.1
OG0006723	KAI3428040.1	XP_005850283.1
OG0006724	KAI3428319.1	XP_005850168.1
OG0006725	KAI3428119.1	XP_005850326.1
OG0006726	KAI3428112.1	XP_005850069.1
OG0006727	KAI3428232.1	XP_005850132.1
OG0006728	KAI3428373.1	XP_005850190.1
OG0006729	KAI3428180.1	XP_005850354.1
OG0006730	KAI3428246.1	XP_005850382.1
OG0006731	KAI3427938.1	XP_005850237.1
OG0006732	KAI3428344.1	XP_005850177.1
OG0006733	KAI3428245.1	XP_005850139.1
OG0006734	KAI3427930.1	XP_005849977.1
OG0006735	KAI3428170.1	XP_005850104.1
OG0006736	KAI3428138.1	XP_005850337.1
OG0006737	KAI3428257.1	XP_005850144.1
OG0006738	KAI3427950.1	XP_005849988.1
OG0006739	KAI3428372.1	XP_005850446.1
OG0006740	KAI3428178.1	XP_005850353.1
OG0006741	KAI3427915.1	XP_005850230.1
OG0006742	KAI3428065.1	XP_005850295.1
OG0006743	KAI3428234.1	XP_005850133.1
OG0006745	KAI3428101.1, KAI3428102.1	XP_005850319.1
OG0006746	KAI3424308.1, KAI3424307.1	XP_005843677.1
OG0006747	KAI3424124.1	XP_005845554.1
OG0006748	KAI3438401.1	XP_005849723.1
OG0006749	KAI3438028.1	XP_005846968.1
OG0006750	KAI3438183.1	XP_005847084.1
OG0006751	KAI3438327.1	XP_005847019.1
OG0006753	KAI3438239.1	XP_005847055.1
OG0006754	KAI3437912.1	XP_005847872.1
