Orthogroup	oneline_A99_genome_proteins	oneline_m_conductrix_genome_proteins
OG0004253	scaffold1.g5593.t1	PSC76188.1
OG0004254	scaffold1.g5594.t1	PSC70912.1
OG0004255	scaffold1.g5595.t1	PSC70915.1
OG0004256	scaffold1.g5598.t1	PSC76836.1
OG0004257	scaffold1.g5605.t1	PSC76322.1
OG0004258	scaffold1.g5609.t1	PSC76942.1
OG0004259	scaffold1.g5610.t1	PSC76674.1
OG0004260	scaffold1.g5611.t1	PSC76443.1
OG0004261	scaffold1.g5618.t1	PSC76289.1
OG0004262	scaffold1.g5620.t1	PSC68241.1
OG0004263	scaffold1.g5622.t1	PSC68275.1
OG0004264	scaffold1.g5624.t1	PSC68284.1
OG0004265	scaffold1.g5628.t1	PSC68827.1
OG0004266	scaffold1.g5631.t1	PSC68870.1
OG0004267	scaffold1.g5635.t1	PSC68868.1
OG0004268	scaffold1.g5636.t1	PSC68822.1
OG0004269	scaffold1.g5638.t1	PSC67353.1
OG0004270	scaffold1.g5642.t1	PSC68819.1
OG0004271	scaffold1.g5643.t1	PSC68910.1
OG0004272	scaffold1.g5644.t1	PSC73593.1
OG0004273	scaffold1.g5645.t1	PSC73937.1
OG0004274	scaffold1.g5647.t1	PSC73570.1
OG0004275	scaffold1.g5648.t1	PSC73717.1
OG0004276	scaffold1.g5653.t1	PSC73880.1
OG0004277	scaffold1.g5654.t1	PSC73787.1
OG0004278	scaffold1.g5655.t1	PSC73621.1
OG0004279	scaffold1.g5659.t1	PSC73829.1
OG0004280	scaffold1.g5660.t1	PSC73842.1
OG0004281	scaffold1.g5664.t1	PSC73832.1
OG0004282	scaffold1.g5667.t1	PSC73736.1
OG0004283	scaffold1.g5671.t1	PSC73755.1
OG0004284	scaffold1.g5674.t1	PSC75981.1
OG0004285	scaffold1.g5678.t1	PSC75980.1
OG0004286	scaffold1.g5679.t1	PSC75906.1
OG0004287	scaffold1.g5681.t1	PSC75606.1
OG0004288	scaffold1.g5682.t1	PSC75723.1
OG0004289	scaffold1.g5683.t1	PSC75244.1
OG0004290	scaffold1.g5684.t1	PSC75743.1
OG0004291	scaffold1.g5689.t1	PSC76943.1, PSC76944.1
OG0004292	scaffold1.g5702.t1	PSC68711.1
OG0004293	scaffold1.g5708.t1	PSC76790.1
OG0004294	scaffold1.g5712.t1	PSC75596.1
OG0004295	scaffold1.g5716.t1	PSC75588.1
OG0004296	scaffold1.g5718.t1	PSC68703.1
OG0004297	scaffold1.g5719.t1	PSC75794.1
OG0004298	scaffold1.g5721.t1	PSC68712.1
OG0004299	scaffold1.g5729.t1	PSC68735.1
OG0004300	scaffold1.g5730.t1	PSC68736.1
OG0004301	scaffold1.g5733.t1	PSC76080.1
OG0004302	scaffold1.g5734.t1	PSC76680.1
OG0004304	scaffold1.g5739.t1	PSC70523.1
OG0004305	scaffold1.g5743.t1	PSC76147.1
OG0004306	scaffold1.g5744.t1	PSC76062.1
OG0004308	scaffold1.g5747.t1	PSC76711.1
OG0004309	scaffold1.g5748.t1	PSC76507.1
OG0004310	scaffold1.g5751.t1	PSC68681.1
OG0004311	scaffold1.g5753.t1	PSC68726.1
OG0004312	scaffold1.g5754.t1	PSC68723.1
OG0004313	scaffold1.g5755.t1	PSC68679.1
OG0004314	scaffold1.g5757.t1	PSC68706.1
OG0004315	scaffold1.g5758.t1	PSC76910.1
OG0004316	scaffold1.g5759.t1	PSC68672.1
OG0004317	scaffold1.g5761.t1	PSC76335.1
OG0004318	scaffold1.g5762.t1	PSC76732.1
OG0004319	scaffold1.g5763.t1	PSC77011.1
OG0004320	scaffold1.g5766.t1	PSC76599.1
OG0004321	scaffold1.g5767.t1	PSC76788.1
OG0004322	scaffold1.g5768.t1	PSC76496.1
OG0004323	scaffold1.g5769.t1	PSC76076.1
OG0004324	scaffold1.g5771.t1	PSC73559.1
OG0004325	scaffold1.g5774.t1	PSC76928.1
OG0004326	scaffold1.g5777.t1	PSC76866.1
OG0004327	scaffold1.g5778.t1	PSC76670.1
OG0004328	scaffold1.g5780.t1	PSC73566.1
OG0004329	scaffold1.g5785.t1	PSC76628.1
OG0004330	scaffold1.g5787.t1	PSC76956.1
OG0004331	scaffold1.g5788.t1	PSC76967.1
OG0004332	scaffold1.g5789.t1	PSC76045.1
OG0004333	scaffold1.g5791.t1	PSC68700.1
OG0004334	scaffold1.g5792.t1	PSC68693.1
OG0004335	scaffold1.g5798.t1	PSC76406.1
OG0004336	scaffold1.g5801.t1	PSC74399.1, PSC67500.1
OG0004337	scaffold1.g5802.t1	PSC72740.1
OG0004338	scaffold1.g5814.t1	PSC76847.1
OG0004339	scaffold1.g5820.t1	PSC77004.1
OG0004340	scaffold1.g5822.t1	PSC76251.1
OG0004341	scaffold1.g5827.t1	PSC76041.1
OG0004342	scaffold1.g5837.t1	PSC76454.1
OG0004343	scaffold1.g5849.t1	PSC70570.1
OG0004344	scaffold1.g5851.t1	PSC76490.1
OG0004345	scaffold1.g5856.t1	PSC76212.1
OG0004346	scaffold1.g5861.t1	PSC76789.1
OG0004347	scaffold1.g5865.t1	PSC76279.1
OG0004348	scaffold1.g5873.t1	PSC72995.1
OG0004349	scaffold1.g5877.t1	PSC67827.1
OG0004350	scaffold1.g5879.t1	PSC71432.1
OG0004351	scaffold1.g5882.t1	PSC67820.1
OG0004352	scaffold1.g5886.t1	PSC71881.1
OG0004353	scaffold1.g5887.t1	PSC68549.1
OG0004354	scaffold1.g5888.t1	PSC67501.1
OG0004355	scaffold1.g5894.t1	PSC67812.1
OG0004356	scaffold1.g5897.t1	PSC74995.1
OG0004357	scaffold1.g5900.t1	PSC74542.1
OG0004358	scaffold388.g5902.t1, scaffold29.g5928.t1	PSC72463.1
OG0004359	scaffold29.g5917.t1	PSC70042.1
OG0004360	scaffold29.g5920.t1	PSC70013.1
OG0004361	scaffold29.g5926.t1	PSC72372.1
OG0004362	scaffold29.g5929.t1	PSC73947.1
OG0004363	scaffold29.g5930.t1	PSC69396.1
OG0004364	scaffold29.g5935.t1	PSC70121.1
OG0004365	scaffold29.g5936.t1	PSC73776.1
OG0004366	scaffold29.g5937.t1	PSC73878.1
OG0004367	scaffold29.g5939.t1	PSC73674.1
OG0004368	scaffold29.g5941.t1	PSC73442.1
OG0004369	scaffold29.g5942.t1	PSC68946.1
OG0004370	scaffold29.g5943.t1	PSC68988.1
OG0004371	scaffold29.g5945.t1	PSC68933.1
OG0004372	scaffold29.g5949.t1	PSC68947.1
OG0004373	scaffold29.g5952.t1	PSC73668.1
OG0004374	scaffold29.g5953.t1	PSC73854.1
OG0004375	scaffold29.g5955.t1	PSC68916.1
OG0004376	scaffold29.g5956.t1	PSC73601.1
OG0004377	scaffold29.g5957.t1	PSC68986.1
OG0004378	scaffold29.g5958.t1	PSC68977.1
OG0004379	scaffold29.g5959.t1	PSC68957.1
OG0004380	scaffold29.g5961.t1	PSC68914.1
OG0004381	scaffold29.g5963.t1	PSC68929.1
OG0004382	scaffold27.g5970.t1	PSC73296.1
OG0004383	scaffold27.g5972.t1	PSC73360.1
OG0004384	scaffold27.g5975.t1	PSC73271.1
OG0004385	scaffold27.g5977.t1	PSC74072.1
OG0004386	scaffold27.g5979.t1	PSC74330.1
OG0004387	scaffold27.g5982.t1	PSC74355.1
OG0004388	scaffold27.g5983.t1	PSC74346.1
OG0004389	scaffold27.g5985.t1	PSC74258.1
OG0004390	scaffold27.g5988.t1	PSC73375.1
OG0004391	scaffold27.g5989.t1	PSC73450.1
OG0004392	scaffold27.g5995.t1	PSC70568.1
OG0004393	scaffold27.g5997.t1	PSC73291.1, PSC73290.1
OG0004394	scaffold27.g6004.t1	PSC67279.1, PSC67466.1, PSC68251.1, PSC67275.1
OG0004395	scaffold27.g6009.t1	PSC73252.1
OG0004396	scaffold27.g6011.t1	PSC70574.1
OG0004397	scaffold27.g6015.t1	PSC70612.1
OG0004398	scaffold27.g6018.t1	PSC70530.1
OG0004399	scaffold27.g6020.t1	PSC70569.1
OG0004400	scaffold27.g6021.t1	PSC70641.1
OG0004401	scaffold27.g6023.t1	PSC70606.1
OG0004402	scaffold27.g6024.t1	PSC70603.1
OG0004403	scaffold27.g6027.t1	PSC70595.1
OG0004404	scaffold27.g6028.t1	PSC73282.1
OG0004405	scaffold27.g6029.t1	PSC73458.1
OG0004406	scaffold22.g6035.t1	PSC72589.1
OG0004407	scaffold2.g7069.t1, scaffold22.g6037.t1	PSC72232.1
OG0004408	scaffold22.g6040.t1	PSC68095.1
OG0004409	scaffold22.g6041.t1	PSC68098.1
OG0004410	scaffold22.g6047.t1	PSC69721.1
OG0004412	scaffold22.g6051.t1	PSC72362.1
OG0004413	scaffold22.g6053.t1	PSC72592.1
OG0004414	scaffold22.g6057.t1	PSC72408.1
OG0004415	scaffold22.g6058.t1	PSC72538.1
OG0004416	scaffold22.g6063.t1	PSC72544.1
OG0004417	scaffold22.g6064.t1	PSC73827.1
OG0004418	scaffold22.g6067.t1	PSC72135.1
OG0004419	scaffold22.g6068.t1	PSC72415.1
OG0004420	scaffold22.g6069.t1	PSC72483.1
OG0004421	scaffold22.g6073.t1	PSC72568.1
OG0004422	scaffold22.g6078.t1	PSC72419.1
OG0004424	scaffold22.g6091.t1	PSC72360.1
OG0004425	scaffold22.g6093.t1	PSC72387.1
OG0004426	scaffold22.g6098.t1	PSC72412.1
OG0004427	scaffold22.g6103.t1	PSC72381.1
OG0004428	scaffold22.g6110.t1	PSC72398.1
OG0004429	scaffold22.g6114.t1	PSC72478.1
OG0004430	scaffold22.g6117.t1	PSC72542.1
OG0004431	scaffold22.g6118.t1	PSC72510.1
OG0004433	scaffold22.g6127.t1	PSC72411.1
OG0004434	scaffold22.g6128.t1	PSC72414.1
OG0004435	scaffold22.g6130.t1	PSC72517.1
OG0004436	scaffold22.g6134.t1	PSC72353.1
OG0004437	scaffold22.g6135.t1	PSC72457.1
OG0004438	scaffold22.g6138.t1	PSC72365.1
OG0004439	scaffold22.g6142.t1	PSC72378.1
OG0004440	scaffold22.g6146.t1	PSC72549.1
OG0004441	scaffold22.g6148.t1	PSC72505.1
OG0004442	scaffold22.g6156.t1	PSC72464.1
OG0004443	scaffold22.g6158.t1	PSC72562.1
OG0004444	scaffold3.g6161.t1	PSC71405.1
OG0004445	scaffold3.g6163.t1	PSC69678.1
OG0004446	scaffold3.g6167.t1	PSC69685.1, PSC69686.1
OG0004447	scaffold3.g6168.t1	PSC69695.1
OG0004448	scaffold3.g6169.t1	PSC69693.1
OG0004449	scaffold3.g6170.t1	PSC69621.1
OG0004450	scaffold3.g6172.t1	PSC69589.1
OG0004451	scaffold3.g6174.t1	PSC69616.1
OG0004452	scaffold3.g6179.t1	PSC72757.1
OG0004453	scaffold3.g6182.t1	PSC71248.1
OG0004454	scaffold3.g6183.t1	PSC71242.1
OG0004455	scaffold3.g6184.t1	PSC71269.1
OG0004456	scaffold3.g6186.t1	PSC73460.1
OG0004457	scaffold3.g6187.t1	PSC73539.1
OG0004458	scaffold3.g6194.t1	PSC71293.1
OG0004459	scaffold3.g6196.t1	PSC71316.1
OG0004460	scaffold3.g6197.t1	PSC71234.1
OG0004461	scaffold3.g6198.t1	PSC67016.1
OG0004462	scaffold3.g6200.t1	PSC69654.1
OG0004463	scaffold3.g6202.t1	PSC69585.1
OG0004464	scaffold3.g6203.t1	PSC69630.1
OG0004465	scaffold3.g6208.t1	PSC69625.1
OG0004466	scaffold3.g6209.t1	PSC69595.1
OG0004467	scaffold3.g6210.t1	PSC69667.1
OG0004468	scaffold3.g6212.t1	PSC69707.1
OG0004469	scaffold3.g6215.t1	PSC69581.1
OG0004470	scaffold3.g6217.t1	PSC69653.1
OG0004471	scaffold3.g6218.t1	PSC69674.1
OG0004472	scaffold3.g6221.t1	PSC69588.1
OG0004473	scaffold3.g6223.t1	PSC69605.1
OG0004474	scaffold3.g6224.t1	PSC69663.1
OG0004475	scaffold3.g6225.t1	PSC69683.1
OG0004476	scaffold3.g6226.t1	PSC69617.1
OG0004477	scaffold3.g6227.t1	PSC69640.1
OG0004478	scaffold3.g6230.t1	PSC69703.1
OG0004479	scaffold3.g6232.t1	PSC69603.1
OG0004480	scaffold3.g6233.t1	PSC69671.1
OG0004481	scaffold3.g6235.t1	PSC69668.1
OG0004482	scaffold3.g6237.t1	PSC70709.1
OG0004483	scaffold3.g6238.t1	PSC69604.1
OG0004484	scaffold3.g6240.t1	PSC69620.1
OG0004485	scaffold3.g6241.t1	PSC69577.1
OG0004486	scaffold3.g6242.t1	PSC69598.1
OG0004487	scaffold3.g6248.t1	PSC69590.1
OG0004488	scaffold3.g6251.t1	PSC68346.1
OG0004489	scaffold3.g6254.t1	PSC68371.1
OG0004490	scaffold3.g6255.t1	PSC68332.1
OG0004491	scaffold3.g6257.t1	PSC69687.1
OG0004492	scaffold3.g6258.t1	PSC69607.1
OG0004493	scaffold3.g6259.t1	PSC69602.1
OG0004494	scaffold3.g6260.t1	PSC68305.1
OG0004495	scaffold3.g6261.t1	PSC68375.1
OG0004496	scaffold3.g6265.t1	PSC68316.1
OG0004497	scaffold3.g6267.t1	PSC68333.1
OG0004498	scaffold3.g6269.t1	PSC69596.1
OG0004499	scaffold3.g6274.t1	PSC69704.1
OG0004500	scaffold3.g6275.t1	PSC69610.1
OG0004501	scaffold3.g6277.t1	PSC69701.1
OG0004502	scaffold3.g6278.t1	PSC69622.1
OG0004503	scaffold3.g6279.t1	PSC69633.1
OG0004504	scaffold3.g6280.t1	PSC68330.1
OG0004505	scaffold3.g6284.t1	PSC68359.1
OG0004506	scaffold3.g6287.t1	PSC68391.1
OG0004507	scaffold3.g6290.t1	PSC68351.1
OG0004508	scaffold3.g6292.t1	PSC68327.1
OG0004509	scaffold3.g6293.t1	PSC68385.1
OG0004510	scaffold3.g6294.t1	PSC68325.1
OG0004511	scaffold3.g6295.t1	PSC68360.1
OG0004512	scaffold3.g6296.t1	PSC68372.1
OG0004513	scaffold3.g6299.t1	PSC68369.1
OG0004514	scaffold3.g6302.t1	PSC68370.1
OG0004515	scaffold3.g6305.t1	PSC71278.1
OG0004516	scaffold3.g6308.t1	PSC71312.1
OG0004517	scaffold3.g6309.t1	PSC71337.1
OG0004518	scaffold3.g6310.t1	PSC71317.1
OG0004519	scaffold3.g6313.t1	PSC69064.1
OG0004520	scaffold3.g6314.t1	PSC71240.1
OG0004521	scaffold3.g6315.t1	PSC71407.1
OG0004522	scaffold3.g6316.t1	PSC71428.1
OG0004523	scaffold3.g6320.t1	PSC71300.1
OG0004524	scaffold3.g6321.t1	PSC71371.1
OG0004525	scaffold3.g6327.t1	PSC71218.1
OG0004526	scaffold3.g6328.t1	PSC71221.1
OG0004527	scaffold3.g6329.t1	PSC71354.1
OG0004528	scaffold3.g6332.t1	PSC69395.1
OG0004529	scaffold3.g6333.t1	PSC73235.1
OG0004530	scaffold3.g6334.t1	PSC71291.1
OG0004531	scaffold3.g6340.t1	PSC71387.1
OG0004532	scaffold3.g6345.t1	PSC74093.1
OG0004533	scaffold3.g6347.t1	PSC71444.1
OG0004534	scaffold3.g6350.t1	PSC71292.1
OG0004535	scaffold3.g6352.t1	PSC71431.1
OG0004536	scaffold3.g6353.t1	PSC71404.1
OG0004537	scaffold3.g6354.t1	PSC71264.1
OG0004538	scaffold3.g6355.t1	PSC71220.1
OG0004539	scaffold3.g6356.t1	PSC71272.1
OG0004540	scaffold3.g6358.t1	PSC71395.1
OG0004541	scaffold3.g6359.t1	PSC71282.1
OG0004542	scaffold3.g6365.t1	PSC71270.1
OG0004543	scaffold3.g6366.t1	PSC71362.1
OG0004544	scaffold3.g6367.t1	PSC71441.1
OG0004545	scaffold3.g6369.t1	PSC71373.1
OG0004546	scaffold3.g6376.t1	PSC71260.1
OG0004547	scaffold3.g6378.t1	PSC71322.1
OG0004548	scaffold3.g6379.t1	PSC71352.1
OG0004549	scaffold3.g6380.t1	PSC71246.1
OG0004550	scaffold3.g6381.t1	PSC71415.1
OG0004551	scaffold3.g6382.t1	PSC71223.1
OG0004552	scaffold3.g6383.t1	PSC71439.1
OG0004553	scaffold3.g6384.t1	PSC71332.1
OG0004554	scaffold3.g6385.t1	PSC71442.1
OG0004555	scaffold3.g6386.t1	PSC71427.1
OG0004556	scaffold3.g6387.t1	PSC71376.1
OG0004557	scaffold3.g6388.t1	PSC71396.1
OG0004558	scaffold3.g6391.t1	PSC71331.1
OG0004559	scaffold3.g6392.t1	PSC71409.1
OG0004560	scaffold3.g6393.t1	PSC71383.1
OG0004561	scaffold3.g6394.t1	PSC73568.1
OG0004562	scaffold3.g6395.t1	PSC71219.1
OG0004563	scaffold3.g6396.t1	PSC71433.1
OG0004564	scaffold3.g6397.t1	PSC71258.1
OG0004565	scaffold3.g6399.t1	PSC71259.1
OG0004566	scaffold3.g6403.t1	PSC68347.1
OG0004567	scaffold3.g6405.t1	PSC68383.1
OG0004568	scaffold3.g6407.t1	PSC68311.1
OG0004569	scaffold3.g6408.t1	PSC68348.1
OG0004570	scaffold3.g6410.t1	PSC68401.1
OG0004571	scaffold3.g6412.t1	PSC68310.1
OG0004572	scaffold3.g6419.t1	PSC68326.1
OG0004573	scaffold3.g6423.t1	PSC71389.1
OG0004575	scaffold3.g6427.t1	PSC71391.1
OG0004576	scaffold3.g6429.t1	PSC68355.1
OG0004577	scaffold3.g6430.t1	PSC71364.1
OG0004578	scaffold3.g6431.t1	PSC71284.1
OG0004579	scaffold3.g6433.t1	PSC71443.1
OG0004580	scaffold3.g6434.t1	PSC71420.1
OG0004581	scaffold3.g6435.t1	PSC71236.1
OG0004582	scaffold3.g6436.t1	PSC71438.1
OG0004583	scaffold3.g6437.t1	PSC71417.1
OG0004584	scaffold3.g6438.t1	PSC71315.1
OG0004585	scaffold3.g6439.t1	PSC71302.1
OG0004586	scaffold3.g6440.t1	PSC71238.1
OG0004587	scaffold3.g6445.t1	PSC71390.1
OG0004588	scaffold3.g6446.t1	PSC71355.1
OG0004589	scaffold3.g6449.t1	PSC71079.1
OG0004590	scaffold3.g6450.t1	PSC71126.1
OG0004591	scaffold3.g6451.t1	PSC71027.1
OG0004592	scaffold3.g6452.t1	PSC71204.1
OG0004593	scaffold3.g6455.t1	PSC71206.1
OG0004594	scaffold3.g6456.t1	PSC71034.1
OG0004595	scaffold3.g6458.t1	PSC76985.1
OG0004596	scaffold3.g6459.t1	PSC76633.1
OG0004597	scaffold3.g6460.t1	PSC76229.1
OG0004598	scaffold3.g6461.t1	PSC76638.1
OG0004599	scaffold3.g6464.t1	PSC76177.1
OG0004600	scaffold3.g6465.t1	PSC76793.1
OG0004601	scaffold3.g6466.t1	PSC76623.1
OG0004602	scaffold3.g6467.t1	PSC76185.1
OG0004603	scaffold3.g6468.t1	PSC76843.1
OG0004604	scaffold3.g6469.t1	PSC76948.1
OG0004605	scaffold3.g6477.t1	PSC76962.1
OG0004606	scaffold3.g6479.t1	PSC71208.1
OG0004607	scaffold3.g6481.t1	PSC71212.1
OG0004608	scaffold3.g6482.t1	PSC71146.1
OG0004609	scaffold3.g6484.t1	PSC71115.1
OG0004610	scaffold3.g6485.t1	PSC71075.1
OG0004611	scaffold3.g6487.t1	PSC71009.1
OG0004612	scaffold3.g6488.t1	PSC71144.1
OG0004613	scaffold3.g6495.t1	PSC76284.1
OG0004614	scaffold3.g6497.t1	PSC76439.1
OG0004615	scaffold3.g6501.t1	PSC76285.1
OG0004616	scaffold3.g6503.t1	PSC76412.1
OG0004617	scaffold3.g6504.t1	PSC76206.1
OG0004618	scaffold3.g6505.t1	PSC76927.1
OG0004619	scaffold3.g6512.t1	PSC76590.1
OG0004620	scaffold3.g6515.t1	PSC76920.1
OG0004621	scaffold3.g6518.t1	PSC71156.1
OG0004622	scaffold3.g6519.t1	PSC71110.1
OG0004623	scaffold3.g6520.t1	PSC75960.1
OG0004624	scaffold3.g6522.t1	PSC71201.1
OG0004625	scaffold3.g6524.t1	PSC71102.1
OG0004626	scaffold3.g6525.t1	PSC71077.1
OG0004627	scaffold3.g6526.t1	PSC71203.1
OG0004628	scaffold3.g6527.t1	PSC71207.1
OG0004629	scaffold3.g6528.t1	PSC71082.1
OG0004630	scaffold3.g6529.t1	PSC71161.1
OG0004631	scaffold3.g6531.t1	PSC76231.1
OG0004632	scaffold3.g6532.t1	PSC76700.1
OG0004633	scaffold3.g6533.t1	PSC76347.1
OG0004634	scaffold3.g6535.t1	PSC76562.1
OG0004635	scaffold3.g6536.t1	PSC76642.1
OG0004636	scaffold3.g6539.t1	PSC76839.1
OG0004637	scaffold3.g6540.t1	PSC76107.1
OG0004638	scaffold3.g6541.t1	PSC76540.1
OG0004640	scaffold3.g6545.t1	PSC76267.1
OG0004641	scaffold3.g6546.t1	PSC76831.1
OG0004642	scaffold3.g6549.t1	PSC76786.1
OG0004643	scaffold3.g6550.t1	PSC76550.1
OG0004644	scaffold3.g6551.t1	PSC76230.1
OG0004645	scaffold3.g6552.t1	PSC76043.1
OG0004646	scaffold3.g6562.t1	PSC76466.1
OG0004647	scaffold3.g6568.t1	PSC71019.1
OG0004648	scaffold3.g6569.t1	PSC71117.1
OG0004649	scaffold3.g6570.t1	PSC71008.1
OG0004650	scaffold3.g6581.t1	PSC71015.1
OG0004651	scaffold3.g6586.t1	PSC71182.1
OG0004652	scaffold3.g6588.t1	PSC71977.1
OG0004653	scaffold3.g6591.t1	PSC76921.1
OG0004654	scaffold3.g6592.t1	PSC76819.1
OG0004655	scaffold3.g6594.t1	PSC71031.1
OG0004656	scaffold3.g6596.t1	PSC71143.1
OG0004657	scaffold3.g6597.t1	PSC71199.1
OG0004658	scaffold3.g6598.t1	PSC71013.1
OG0004659	scaffold3.g6599.t1	PSC71211.1
OG0004660	scaffold3.g6603.t1	PSC76403.1
OG0004661	scaffold3.g6606.t1	PSC77045.1
OG0004662	scaffold3.g6607.t1	PSC76132.1
OG0004663	scaffold3.g6613.t1	PSC77067.1
OG0004664	scaffold3.g6618.t1	PSC68041.1
OG0004665	scaffold3.g6622.t1	PSC76648.1
OG0004666	scaffold3.g6624.t1	PSC67775.1
OG0004667	scaffold3.g6625.t1	PSC67803.1
OG0004668	scaffold3.g6628.t1	PSC67760.1
OG0004669	scaffold3.g6629.t1	PSC76743.1
OG0004670	scaffold3.g6630.t1	PSC76096.1
OG0004672	scaffold3.g6634.t1	PSC76739.1
OG0004673	scaffold3.g6638.t1	PSC68035.1
OG0004674	scaffold3.g6643.t1	PSC75719.1
OG0004675	scaffold3.g6645.t1	PSC77032.1
OG0004676	scaffold3.g6648.t1	PSC76877.1
OG0004677	scaffold3.g6650.t1	PSC76094.1
OG0004678	scaffold3.g6651.t1	PSC76668.1
OG0004679	scaffold3.g6653.t1	PSC76566.1
OG0004680	scaffold3.g6656.t1	PSC76981.1
OG0004681	scaffold3.g6658.t1	PSC76462.1
OG0004682	scaffold3.g6659.t1	PSC76859.1
OG0004683	scaffold3.g6661.t1	PSC76759.1
OG0004684	scaffold3.g6664.t1	PSC70258.1
OG0004685	scaffold3.g6666.t1	PSC76869.1
OG0004686	scaffold3.g6669.t1	PSC76422.1
OG0004687	scaffold3.g6670.t1	PSC76580.1
OG0004688	scaffold3.g6671.t1	PSC76349.1
OG0004689	scaffold3.g6672.t1	PSC76958.1
OG0004690	scaffold3.g6673.t1	PSC76492.1
OG0004691	scaffold3.g6674.t1	PSC76546.1
OG0004692	scaffold3.g6677.t1	PSC76113.1
OG0004693	scaffold3.g6680.t1	PSC76647.1
OG0004694	scaffold3.g6684.t1	PSC76358.1
OG0004695	scaffold3.g6686.t1	PSC76568.1
OG0004696	scaffold3.g6687.t1	PSC76319.1
OG0004697	scaffold3.g6690.t1	PSC76280.1
OG0004698	scaffold3.g6698.t1	PSC73096.1
OG0004699	scaffold3.g6699.t1	PSC73054.1
OG0004700	scaffold3.g6700.t1	PSC73186.1
OG0004701	scaffold3.g6702.t1	PSC74089.1
OG0004702	scaffold3.g6704.t1	PSC72170.1
OG0004703	scaffold3.g6709.t1	PSC73104.1
OG0004704	scaffold3.g6710.t1	PSC73025.1
OG0004705	scaffold3.g6711.t1	PSC72977.1
OG0004706	scaffold3.g6712.t1	PSC76497.1
OG0004707	scaffold3.g6714.t1	PSC73038.1, PSC73111.1
OG0004708	scaffold3.g6716.t1	PSC72937.1
OG0004709	scaffold3.g6717.t1	PSC73102.1
OG0004710	scaffold3.g6718.t1	PSC72991.1
OG0004711	scaffold3.g6719.t1	PSC67407.1
OG0004712	scaffold3.g6720.t1	PSC73114.1
OG0004713	scaffold3.g6723.t1	PSC73069.1
OG0004714	scaffold3.g6724.t1	PSC67400.1
OG0004715	scaffold3.g6728.t1	PSC73139.1
OG0004716	scaffold3.g6733.t1	PSC73092.1, PSC73093.1
OG0004717	scaffold3.g6739.t1	PSC67404.1
OG0004718	scaffold3.g6740.t1	PSC67414.1
OG0004719	scaffold3.g6742.t1	PSC70860.1
OG0004720	scaffold3.g6746.t1	PSC70862.1
OG0004721	scaffold3.g6748.t1	PSC70884.1
OG0004722	scaffold3.g6749.t1	PSC70926.1
OG0004723	scaffold3.g6750.t1	PSC71005.1
OG0004724	scaffold3.g6754.t1	PSC73079.1
OG0004725	scaffold3.g6755.t1	PSC73059.1
OG0004726	scaffold3.g6757.t1	PSC70875.1
OG0004727	scaffold3.g6758.t1	PSC67418.1
OG0004728	scaffold3.g6760.t1	PSC67398.1
OG0004729	scaffold3.g6761.t1	PSC67396.1
OG0004730	scaffold3.g6763.t1	PSC70870.1
OG0004731	scaffold3.g6764.t1	PSC68462.1
OG0004732	scaffold3.g6770.t1	PSC68405.1
OG0004733	scaffold3.g6771.t1	PSC74097.1
OG0004734	scaffold2.g6773.t1	PSC70573.1
OG0004735	scaffold2.g6779.t1	PSC73333.1
OG0004736	scaffold2.g6780.t1	PSC73299.1
OG0004737	scaffold2.g6782.t1	PSC74172.1, PSC74171.1
OG0004738	scaffold2.g6783.t1	PSC70640.1
OG0004739	scaffold2.g6785.t1	PSC73280.1
OG0004740	scaffold2.g6786.t1	PSC73216.1
OG0004741	scaffold2.g6793.t1	PSC73518.1
OG0004742	scaffold2.g6797.t1	PSC73451.1
OG0004743	scaffold2.g6799.t1	PSC75528.1
OG0004744	scaffold2.g6801.t1	PSC74571.1
OG0004745	scaffold2.g6802.t1	PSC74761.1
OG0004746	scaffold2.g6804.t1	PSC74041.1
OG0004747	scaffold2.g6806.t1	PSC73301.1
OG0004748	scaffold2.g6809.t1	PSC74145.1
OG0004749	scaffold2.g6810.t1	PSC73428.1
OG0004750	scaffold2.g6819.t1	PSC73492.1
OG0004751	scaffold2.g6820.t1	PSC73379.1
OG0004752	scaffold2.g6821.t1	PSC73273.1
OG0004753	scaffold2.g6824.t1	PSC73488.1
OG0004754	scaffold2.g6828.t1	PSC73404.1
OG0004755	scaffold2.g6829.t1	PSC73455.1
OG0004756	scaffold2.g6835.t1	PSC73431.1
OG0004757	scaffold2.g6839.t1	PSC73307.1
OG0004758	scaffold2.g6840.t1	PSC74917.1
OG0004759	scaffold2.g6842.t1	PSC75655.1
OG0004760	scaffold2.g6846.t1	PSC75516.1
OG0004761	scaffold2.g6847.t1	PSC75577.1
OG0004762	scaffold2.g6848.t1	PSC73372.1
OG0004763	scaffold2.g6851.t1	PSC75535.1
OG0004764	scaffold2.g6852.t1	PSC72227.1
OG0004765	scaffold2.g6854.t1	PSC75399.1
OG0004766	scaffold2.g6855.t1	PSC72289.1
OG0004767	scaffold2.g6856.t1	PSC72063.1
OG0004768	scaffold2.g6859.t1	PSC73759.1
OG0004769	scaffold2.g6861.t1	PSC72140.1
OG0004770	scaffold2.g6863.t1	PSC70499.1
OG0004771	scaffold2.g6865.t1	PSC70946.1
OG0004772	scaffold2.g6866.t1	PSC70590.1
OG0004773	scaffold2.g6871.t1	PSC70526.1
